,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-3832.49,1.88786,28.5782,27.7839,-3880.07,-3832.36,-3786.54,227.089,451.628,1.00636
mu_league,-2.4565,0.00171796,0.046164,0.0293629,-2.53222,-2.45613,-2.37568,824.374,722.193,1.00155
z_position[1],0.675033,0.0245615,0.723033,0.707252,-0.45946,0.660001,1.95622,875.752,783.545,1.00158
z_position[2],-0.221166,0.0197513,0.633558,0.611186,-1.29455,-0.198491,0.773385,1034.05,1124.32,1.00273
z_position[3],-0.534038,0.0194399,0.696684,0.688415,-1.69537,-0.525917,0.576635,1292.99,950.695,1.00202
sigma_position,0.0702812,0.00205517,0.0553055,0.0389715,0.0145529,0.0541649,0.183965,676.957,741.671,1.0023
z_player[1],-0.089542,0.0168851,0.956534,0.941339,-1.67306,-0.102336,1.4685,3343.04,1057.78,0.999235
z_player[2],-0.541319,0.015331,0.768659,0.752074,-1.83979,-0.543585,0.735236,2656.22,952.23,1.00503
z_player[3],-0.545457,0.0186308,0.896965,0.871822,-1.99031,-0.554509,0.940245,2432.95,931.658,1.00291
z_player[4],0.0685493,0.0165806,0.943424,0.93808,-1.44502,0.0711889,1.6428,3419.57,1189.23,1.00043
z_player[5],-0.433326,0.019189,0.928738,0.909664,-1.94746,-0.42014,1.12551,2440.07,1093.67,1.00347
z_player[6],0.441688,0.0187664,0.859645,0.840585,-0.997289,0.465182,1.80058,2261.12,1125.36,1.00062
z_player[7],-0.117439,0.0171841,0.969067,0.907248,-1.67865,-0.110146,1.43367,3175.99,1041.41,1.00796
z_player[8],-0.0703689,0.0187418,0.987551,1.08707,-1.68054,-0.0632735,1.53774,2849.48,1072.05,1.00256
z_player[9],-2.24784,0.0130083,0.711216,0.728498,-3.45877,-2.23339,-1.09254,3031.98,1120.54,1.00215
z_player[10],-0.0337599,0.0197724,0.968875,0.961954,-1.64584,-0.021653,1.55241,2488.34,989.126,1.00349
z_player[11],-0.133917,0.0190968,0.937724,0.915048,-1.61859,-0.12343,1.36326,2562.38,1076.36,1.00426
z_player[12],0.528391,0.0169535,0.842427,0.840849,-0.855751,0.534197,1.91864,2510.75,556.369,1.01056
z_player[13],-0.132792,0.0153194,0.873226,0.859809,-1.56017,-0.139541,1.37415,3374.42,1263.66,1.00222
z_player[14],-0.394128,0.0189857,0.855469,0.853895,-1.7837,-0.4066,1.02131,2096.1,960.134,1.00042
z_player[15],0.0816205,0.0169059,0.932539,0.924485,-1.45459,0.0757546,1.57063,3290.88,1108.74,1.00584
z_player[16],-1.35221,0.0214282,0.851616,0.847986,-2.7154,-1.34699,0.0773874,1737.55,996.867,1.00564
z_player[17],-0.694731,0.0147359,0.712968,0.670208,-1.90036,-0.695883,0.475477,2369.53,816.193,1.00482
z_player[18],-1.00179,0.0164036,0.787989,0.772943,-2.28502,-0.992517,0.276696,2434.3,887.904,1.00856
z_player[19],0.124651,0.016933,0.869195,0.848074,-1.30512,0.110911,1.53569,2725.62,972.147,1.00351
z_player[20],0.98135,0.0164543,0.778225,0.768123,-0.386539,0.964608,2.22468,2337.24,1103.82,1.00456
z_player[21],0.813848,0.0203115,0.908318,0.883418,-0.677841,0.815135,2.25666,2144.37,874.871,0.999837
z_player[22],-0.705508,0.015556,0.706457,0.689992,-1.85491,-0.70386,0.461931,2101.91,1026.72,1.0016
z_player[23],-0.420317,0.0148412,0.76587,0.769897,-1.6788,-0.419781,0.834179,2810.97,1289.35,1.00176
z_player[24],0.737935,0.0143778,0.811085,0.835204,-0.620641,0.744417,2.10196,3380.57,1054.15,1.00801
z_player[25],0.158583,0.0161951,0.94203,0.910427,-1.34174,0.156405,1.66316,3539.91,970.009,1.00416
z_player[26],-0.129942,0.0209984,0.974383,1.00621,-1.75286,-0.140246,1.46813,2296.61,628.023,1.00672
z_player[27],0.148615,0.0196525,0.943845,0.922315,-1.40849,0.0973477,1.71862,2410.03,1167.97,1.00237
z_player[28],-0.126377,0.018712,1.00904,1.03078,-1.74205,-0.11576,1.54862,2994.76,1101.0,1.00898
z_player[29],-0.177319,0.0128376,0.792774,0.797935,-1.48905,-0.172563,1.12189,4036.07,1224.92,1.005
z_player[30],-0.855197,0.0152397,0.729706,0.710154,-2.06659,-0.840075,0.298904,2426.78,871.47,1.0063
z_player[31],0.832503,0.0172122,0.779265,0.743737,-0.454386,0.825566,2.16025,2243.51,834.969,1.00588
z_player[32],-0.252423,0.0147359,0.840283,0.845098,-1.53986,-0.273932,1.11156,3300.86,1270.3,1.0024
z_player[33],0.349526,0.0141975,0.760459,0.700486,-0.915679,0.34064,1.61542,2912.24,1303.05,1.01088
z_player[34],-0.204533,0.01709,0.840981,0.867252,-1.56137,-0.211427,1.17385,2526.07,1201.4,1.00061
z_player[35],-0.518855,0.019663,0.952189,0.941194,-2.06294,-0.522302,1.06589,2481.22,1096.46,1.00837
z_player[36],0.0345898,0.0188107,0.944767,0.969631,-1.49692,0.0111255,1.59984,2627.93,1124.03,1.00195
z_player[37],-0.490959,0.0160867,0.91603,0.927317,-2.0176,-0.499653,1.05548,3414.54,1069.52,1.00105
z_player[38],-0.0953716,0.0172246,0.874676,0.899231,-1.57892,-0.0650184,1.2911,2794.19,1292.57,1.00011
z_player[39],0.556379,0.0164274,0.76653,0.761944,-0.739306,0.560176,1.848,2448.97,1039.42,1.00661
z_player[40],0.768894,0.0129985,0.77046,0.767383,-0.5161,0.787327,2.02461,3712.62,1349.81,1.00877
z_player[41],-0.0525547,0.0182382,0.912739,0.877958,-1.60616,-0.0588272,1.38631,2594.81,1170.33,1.00524
z_player[42],0.0768129,0.0151024,0.790113,0.772094,-1.24627,0.0762957,1.41429,2787.64,1053.77,1.00589
z_player[43],0.971711,0.0135892,0.81014,0.825902,-0.367478,0.978391,2.26039,3725.05,1229.41,1.00488
z_player[44],-1.14814,0.0142891,0.695419,0.718107,-2.28026,-1.14751,-0.0249198,2514.46,1220.42,1.00056
z_player[45],-1.51578,0.0138078,0.776329,0.798861,-2.81854,-1.5032,-0.270217,3332.36,1291.71,1.00347
z_player[46],0.512156,0.0143019,0.699878,0.708478,-0.618452,0.502261,1.67643,2626.26,1113.44,1.00047
z_player[47],0.688818,0.0134142,0.710914,0.715194,-0.452758,0.684705,1.87341,2913.58,1045.15,1.00542
z_player[48],0.631698,0.0155996,0.847986,0.78341,-0.734428,0.634902,2.12053,3034.69,1134.06,1.00718
z_player[49],-0.529269,0.0144297,0.749283,0.747555,-1.72237,-0.550036,0.749718,2746.56,854.977,1.00436
z_player[50],0.0112894,0.0168232,0.872383,0.861735,-1.42677,0.00590222,1.48033,2709.17,1002.7,1.00462
z_player[51],-0.832496,0.0194705,0.918035,0.939194,-2.33254,-0.826637,0.711199,2321.38,1070.69,1.0016
z_player[52],-0.138882,0.0166765,0.920041,0.899273,-1.6915,-0.145087,1.39908,3235.03,1018.53,1.00352
z_player[53],0.599882,0.0134351,0.700983,0.693253,-0.525319,0.596604,1.79033,2882.84,1154.08,1.00269
z_player[54],-0.253511,0.0169108,0.833687,0.841639,-1.61011,-0.264911,1.15501,2558.37,1057.38,1.00109
z_player[55],0.811379,0.014631,0.753336,0.726447,-0.423629,0.812108,2.10758,2704.43,1208.07,1.00338
z_player[56],0.309591,0.0151135,0.838306,0.872866,-1.03119,0.330572,1.68676,3196.76,1263.69,1.01123
z_player[57],-0.782179,0.0152746,0.851629,0.841166,-2.14339,-0.778087,0.665525,3254.32,1064.08,1.00322
z_player[58],-0.505476,0.0149678,0.837824,0.782985,-1.90457,-0.504281,0.848651,3243.39,1123.03,1.00921
z_player[59],-0.541148,0.0175892,0.911235,0.886352,-2.02584,-0.544577,0.939013,2890.17,1037.82,1.00337
z_player[60],0.0596236,0.0189102,0.956306,0.945392,-1.54498,0.0518254,1.59789,2788.8,1007.23,1.00772
z_player[61],0.816526,0.0149379,0.736193,0.738791,-0.419548,0.816507,2.03865,2497.39,1160.91,1.00409
z_player[62],0.833739,0.0149024,0.78509,0.785764,-0.458753,0.824127,2.12459,2779.42,1041.88,1.00058
z_player[63],-0.0778692,0.019927,0.952189,0.942753,-1.67946,-0.0711104,1.44789,2384.8,945.932,1.0018
z_player[64],0.153605,0.0125262,0.763008,0.819501,-1.03405,0.165766,1.37909,3879.94,1377.94,1.0108
z_player[65],-0.695757,0.0149907,0.857043,0.865379,-2.06875,-0.684555,0.7171,3384.59,1105.14,1.00158
z_player[66],-0.585075,0.0186902,0.942206,0.941775,-2.05369,-0.580218,0.911144,2696.48,1241.32,1.00123
z_player[67],0.532541,0.0177915,0.858442,0.841879,-0.899198,0.543851,1.90657,2401.93,1036.72,1.00216
z_player[68],0.284212,0.0163054,0.853206,0.824733,-1.05766,0.273325,1.66982,2820.53,1222.52,1.00136
z_player[69],-0.546072,0.0174724,0.795596,0.810205,-1.84352,-0.542001,0.754769,2264.53,1329.11,1.00535
z_player[70],0.338481,0.0138761,0.706057,0.692838,-0.797499,0.331746,1.52122,2739.65,1090.48,1.0009
z_player[71],-0.0531716,0.0194433,0.965779,0.976187,-1.69215,-0.0396066,1.48094,2862.18,1113.61,1.00242
z_player[72],-0.279936,0.0182859,0.967313,1.02036,-1.89543,-0.265781,1.23055,2915.63,1069.89,1.00374
z_player[73],0.241337,0.0156834,0.861382,0.815764,-1.22041,0.258857,1.71355,3181.06,1122.42,1.00313
z_player[74],0.0205355,0.0156446,0.898332,0.937053,-1.45014,0.0311375,1.50407,3474.02,1063.45,1.00504
z_player[75],0.338697,0.0155357,0.769857,0.748705,-0.930527,0.35744,1.58001,2569.37,936.258,1.00137
z_player[76],0.534743,0.0174604,0.827289,0.846009,-0.832685,0.523914,1.89402,2409.88,788.883,1.0075
z_player[77],1.03226,0.0148455,0.720652,0.702681,-0.158195,1.04949,2.24668,2463.47,883.771,1.00639
z_player[78],-0.0240101,0.0158367,0.87816,0.9115,-1.43335,-0.0368702,1.41279,3312.99,1290.81,1.00187
z_player[79],-0.30767,0.0154211,0.79948,0.80105,-1.64406,-0.283037,1.02745,2858.29,1180.83,1.00562
z_player[80],0.547797,0.0158311,0.873742,0.857372,-0.880377,0.566065,1.97994,3185.8,1058.68,1.00046
z_player[81],0.373578,0.0152167,0.879843,0.885277,-1.12479,0.352061,1.78061,3437.05,1227.73,1.00134
z_player[82],0.3958,0.0163964,0.787135,0.769779,-0.896661,0.382899,1.67168,2437.43,1100.2,0.999927
z_player[83],0.66155,0.0164523,0.721478,0.737167,-0.53942,0.658718,1.85092,2031.69,1028.23,1.00478
z_player[84],0.0997396,0.0132149,0.690009,0.679605,-1.01385,0.0990207,1.22606,2842.2,1144.39,1.00847
z_player[85],0.0281434,0.0147639,0.73722,0.782683,-1.17428,0.0317247,1.20983,2555.29,1283.4,1.00496
z_player[86],-0.0770371,0.0142714,0.774636,0.789116,-1.34259,-0.0671098,1.16205,3102.81,1117.69,1.00301
z_player[87],-0.473437,0.0167079,0.869733,0.883183,-1.87243,-0.446341,0.909336,2796.43,1156.52,1.00122
z_player[88],0.0642929,0.0174885,0.933932,0.930691,-1.46956,0.0514673,1.63203,2912.74,1066.35,1.00556
z_player[89],0.0487127,0.0163532,0.90944,0.935449,-1.39918,0.0484557,1.51545,3271.31,1136.58,1.00159
