nba_api_id,name,PTS_proj,PTS_sd,PTS_actual,REB_proj,REB_sd,REB_actual,AST_proj,AST_sd,AST_actual,STL_proj,STL_sd,STL_actual,BLK_proj,BLK_sd,BLK_actual,TOV_proj,TOV_sd,TOV_actual,FGM_proj,FGM_sd,FGM_actual,FGA_proj,FGA_sd,FGA_actual,FG3M_proj,FG3M_sd,FG3M_actual,FG3A_proj,FG3A_sd,FG3A_actual,FTM_proj,FTM_sd,FTM_actual,FTA_proj,FTA_sd,FTA_actual,mpg_naive,__cohort
101108,Chris Paul,10.859232175502742,3.033197016839551,,4.047531992687386,1.0046613279282077,,8.786106032906764,0.9270503382321532,,1.579524680073126,0.29265802814071895,,0.42778793418647165,0.24251362901275006,,2.0402193784277878,0.4772908246588681,,3.882998171846435,1.1154105742382905,,8.917733089579524,2.0849319707175513,,2.2376599634369287,0.5515163820653414,,5.725776965265082,1.23075263945869,,0.8555758683729433,0.8662061048833033,,1.0201096892138939,1.0406126921919712,,27.9390243902439,soph_or_unfit_vet
200768,Kyle Lowry,6.685714285714285,3.033197016839551,,4.114285714285714,1.0046613279282077,,6.042857142857143,0.9270503382321532,,1.7999999999999998,0.29265802814071895,,0.6428571428571428,0.24251362901275006,,1.0285714285714285,0.4772908246588681,,2.057142857142857,1.1154105742382905,,6.299999999999999,2.0849319707175513,,1.4142857142857141,0.5515163820653414,,4.628571428571428,1.23075263945869,,1.157142857142857,0.8662061048833033,,1.2857142857142856,1.0406126921919712,,18.885714285714286,soph_or_unfit_vet
201145,Jeff Green,15.526066350710902,3.033197016839551,,5.459715639810427,1.0046613279282077,,2.5592417061611377,0.9270503382321532,,0.5118483412322276,0.29265802814071895,,0.5118483412322276,0.24251362901275006,,0.6824644549763034,0.4772908246588681,,5.630331753554503,1.1154105742382905,,11.09004739336493,2.0849319707175513,,3.241706161137441,0.5515163820653414,,7.507109004739337,1.23075263945869,,1.023696682464455,0.8662061048833033,,1.3649289099526067,1.0406126921919712,,12.40625,soph_or_unfit_vet
201569,Eric Gordon,13.298823529411765,3.033197016839551,,2.287058823529412,1.0046613279282077,,3.2188235294117646,0.9270503382321532,,1.1011764705882352,0.29265802814071895,,0.508235294117647,0.24251362901275006,,1.1858823529411764,0.4772908246588681,,4.235294117647059,1.1154105742382905,,8.978823529411764,2.0849319707175513,,3.3035294117647056,0.5515163820653414,,6.691764705882353,1.23075263945869,,1.5247058823529411,0.8662061048833033,,2.1176470588235294,1.0406126921919712,,19.692307692307693,soph_or_unfit_vet
201599,DeAndre Jordan,11.3,3.033197016839551,,15.9,1.0046613279282077,,2.9000000000000004,0.9270503382321532,,0.6000000000000001,0.29265802814071895,,1.2000000000000002,0.24251362901275006,,2.1,0.4772908246588681,,4.800000000000001,1.1154105742382905,,7.300000000000001,2.0849319707175513,,0.0,0.5515163820653414,,0.0,1.23075263945869,,1.7000000000000002,0.8662061048833033,,3.7,1.0406126921919712,,12.303571428571429,soph_or_unfit_vet
201949,James Johnson,7.783783783783784,3.033197016839551,,5.837837837837839,1.0046613279282077,,3.891891891891892,0.9270503382321532,,0.0,0.29265802814071895,,1.945945945945946,0.24251362901275006,,3.891891891891892,0.4772908246588681,,3.891891891891892,1.1154105742382905,,10.702702702702704,2.0849319707175513,,0.0,0.5515163820653414,,2.9189189189189193,1.23075263945869,,0.0,0.8662061048833033,,0.972972972972973,1.0406126921919712,,3.0833333333333335,soph_or_unfit_vet
201959,Taj Gibson,10.903846153846153,3.033197016839551,,10.211538461538462,1.0046613279282077,,1.7307692307692308,0.9270503382321532,,0.5192307692307692,0.29265802814071895,,1.7307692307692308,0.24251362901275006,,2.25,0.4772908246588681,,5.019230769230769,1.1154105742382905,,9.346153846153847,2.0849319707175513,,0.0,0.5515163820653414,,0.0,1.23075263945869,,0.8653846153846154,0.8662061048833033,,1.3846153846153846,1.0406126921919712,,11.027027027027026,soph_or_unfit_vet
201988,Patty Mills,15.483870967741936,3.033197016839551,,2.7096774193548385,1.0046613279282077,,1.935483870967742,0.9270503382321532,,0.7741935483870968,0.29265802814071895,,0.0,0.24251362901275006,,1.5483870967741935,0.4772908246588681,,4.258064516129032,1.1154105742382905,,9.67741935483871,2.0849319707175513,,3.870967741935484,0.5515163820653414,,8.903225806451612,1.23075263945869,,3.096774193548387,0.8662061048833033,,3.4838709677419355,1.0406126921919712,,11.068965517241379,soph_or_unfit_vet
202066,Garrett Temple,9.372781065088757,3.033197016839551,,4.047337278106509,1.0046613279282077,,4.686390532544379,0.9270503382321532,,2.5562130177514795,0.29265802814071895,,0.0,0.24251362901275006,,1.2781065088757397,0.4772908246588681,,3.408284023668639,1.1154105742382905,,10.437869822485208,2.0849319707175513,,1.0650887573964498,0.5515163820653414,,4.899408284023669,1.23075263945869,,1.4911242603550297,0.8662061048833033,,1.7041420118343196,1.0406126921919712,,8.37037037037037,soph_or_unfit_vet
202681,Kyrie Irving,25.360959651035987,3.033197016839551,,4.8680479825518,1.0046613279282077,,3.8080697928026175,0.9270503382321532,,1.4525627044711014,0.29265802814071895,,0.6673936750272629,0.24251362901275006,,2.276990185387132,0.4772908246588681,,8.95092693565976,1.1154105742382905,,19.51145038167939,2.0849319707175513,,2.6695747001090515,0.5515163820653414,,7.537622682660851,1.23075263945869,,4.789531079607416,0.8662061048833033,,5.103598691384951,1.0406126921919712,,36.02,soph_or_unfit_vet
