nba_api_id,n_games,var_3pm,mean_3pa,sum_3pm,sum_3pa,season,p,binom_var,dispersion
1713,47,1.5790934320074006,3.234042553191489,55,152,2017-18,0.3618421052631579,0.7467805151175811,2.1145348600301537
1717,77,2.035201640464799,4.376623376623376,138,337,2017-18,0.4094955489614243,1.0583066784847202,1.923073606016352
1891,37,1.5765765765765767,2.864864864864865,40,106,2017-18,0.37735849056603776,0.6731259561448241,2.342171717171717
1938,62,1.3759915388683235,3.0806451612903225,64,191,2017-18,0.33507853403141363,0.6863705455159601,2.004735704143539
2037,78,1.4458874458874458,3.9871794871794872,104,311,2017-18,0.33440514469453375,0.887459807073955,1.62924273793839
2200,77,0.7498291182501708,1.5584415584415585,43,120,2017-18,0.35833333333333334,0.35833333333333334,2.0925463765121046
2207,55,0.6835016835016837,2.6363636363636362,40,145,2017-18,0.27586206896551724,0.5266457680250783,1.29783950617284
2216,59,1.1192285213325541,2.4915254237288136,51,147,2017-18,0.3469387755102041,0.564510549982705,1.9826529749830966
2225,55,0.18855218855218844,0.6727272727272727,10,37,2017-18,0.2702702702702703,0.13267813267813267,1.4211248285322353
2544,82,2.1019271303824154,4.951219512195122,149,406,2017-18,0.3669950738916256,1.1502162681725339,1.8274190589583312
2546,77,2.9220779220779214,6.142857142857143,169,473,2017-18,0.3572938689217759,1.4106147552236346,2.07149252569293
2548,67,0.6169154228855721,1.6567164179104477,32,111,2017-18,0.2882882882882883,0.33992201156380264,1.8148734177215187
2594,70,2.692339544513457,5.3428571428571425,164,374,2017-18,0.4385026737967914,1.3155080213903743,2.0466158326179533
2734,69,1.390451832907075,3.2753623188405796,79,226,2017-18,0.3495575221238938,0.744709503655252,1.867106336205367
2738,63,0.5760368663594471,1.8571428571428572,33,117,2017-18,0.28205128205128205,0.37606837606837606,1.5317343946376205
2747,79,2.5916910094125276,4.7974683544303796,143,379,2017-18,0.37730870712401055,1.1271500617881833,2.299330938509556
2749,45,0.890909090909091,2.6222222222222222,39,118,2017-18,0.3305084745762712,0.580225988700565,1.5354518898822698
2772,66,2.617249417249417,7.0,170,462,2017-18,0.36796536796536794,1.6279679916043552,1.6076786710469222
101107,78,1.9800199800199803,3.91025641025641,126,305,2017-18,0.4131147540983607,0.9480453972257251,2.08852865676489
101108,58,2.675136116152449,6.5344827586206895,144,379,2017-18,0.37994722955145116,1.5394413611136382,1.7377317406992656
101109,80,0.8607594936708859,2.8375,80,227,2017-18,0.3524229074889868,0.6475770925110131,1.3292000344441572
101112,35,1.198319327731092,2.7714285714285714,32,97,2017-18,0.32989690721649484,0.6126656848306333,1.955910633484162
101123,38,3.4146514935988623,7.7368421052631575,109,294,2017-18,0.3707482993197279,1.8049588256355173,1.8918168354320104
101127,59,0.4897720631209821,1.423728813559322,25,84,2017-18,0.2976190476190476,0.29761904761904756,1.6456341320865002
101139,69,2.385336743393009,6.521739130434782,164,450,2017-18,0.36444444444444446,1.5105958132045088,1.5790701407631105
101141,67,1.6530981456354599,3.746268656716418,90,251,2017-18,0.35856573705179284,0.8616281144080395,1.9185749837923758
101150,79,2.9496916585524176,6.556962025316456,186,518,2017-18,0.3590733590733591,1.509017154586775,1.9547104879401804
101161,69,0.1257459505541347,0.463768115942029,10,32,2017-18,0.3125,0.09963768115942029,1.2620320855614975
101181,41,1.3902439024390247,2.3658536585365852,45,97,2017-18,0.4639175257731959,0.5883832034196631,2.3628205128205133
200746,75,0.47675675675675677,1.2266666666666666,27,92,2017-18,0.29347826086956524,0.2543478260869565,1.8744282744282748
200752,56,0.7737012987012989,2.107142857142857,37,118,2017-18,0.3135593220338983,0.4535411622276029,1.7059119725786398
200755,70,2.708281573498965,6.571428571428571,193,460,2017-18,0.41956521739130437,1.6003416149068321,1.692314658490359
200757,37,0.5090090090090089,2.27027027027027,32,84,2017-18,0.38095238095238093,0.5353925353925354,0.9507211538461536
200765,63,0.8438300051203276,2.365079365079365,50,149,2017-18,0.33557046979865773,0.5273250239693194,1.6002085369827301
200768,78,3.114219114219114,7.641025641025641,238,596,2017-18,0.39932885906040266,1.8328170710721043,1.699143446103683
200782,82,1.3792532369768145,3.7804878048780486,115,310,2017-18,0.3709677419354839,0.882179386309992,1.5634611943790693
200794,38,1.2155049786628733,2.973684210526316,39,113,2017-18,0.34513274336283184,0.6721006054960411,1.8085164166245242
200826,69,1.4901960784313728,4.536231884057971,115,313,2017-18,0.36741214057507987,1.0543130990415335,1.4134284016636962
201142,68,2.669666374012292,6.073529411764706,173,413,2017-18,0.4188861985472155,1.4784218772254665,1.8057541051965609
201143,72,1.2439358372456963,3.138888888888889,97,226,2017-18,0.42920353982300885,0.7689896755162241,1.6176235869625168
201145,78,1.0517815517815516,2.1794871794871793,53,170,2017-18,0.31176470588235294,0.46764705882352936,2.249092626451117
201147,51,0.6101960784313728,1.9607843137254901,29,100,2017-18,0.29,0.4037254901960784,1.5114133074307925
201152,81,0.8558641975308643,2.234567901234568,58,181,2017-18,0.32044198895027626,0.48659709433190096,1.7588765068685173
201156,67,1.9701492537313425,4.477611940298507,114,300,2017-18,0.38,1.0549253731343282,1.8675721561969436
201158,79,2.0094125283998703,4.974683544303797,148,393,2017-18,0.37659033078880405,1.167906722066544,1.7205248419534138
201163,73,1.4988584474885849,3.356164383561644,88,245,2017-18,0.35918367346938773,0.7724909141738887,1.940292655857943
201167,35,0.5932773109243696,1.6857142857142857,22,59,2017-18,0.3728813559322034,0.39418886198547215,1.505058534470299
201188,73,1.58675799086758,4.383561643835616,109,320,2017-18,0.340625,0.9845462328767124,1.6116642752583445
201229,79,2.3203505355404084,4.620253164556962,159,365,2017-18,0.43561643835616437,1.1359112190046816,2.042721734515103
201563,68,0.4925373134328359,1.2352941176470589,34,84,2017-18,0.40476190476190477,0.2976190476190476,1.6549253731343287
201566,80,1.6631329113924056,4.075,97,326,2017-18,0.29754601226993865,0.8517254601226995,1.9526631400132326
201567,56,3.124350649350649,5.821428571428571,137,326,2017-18,0.42024539877300615,1.4183282208588959,2.2028403605045934
201569,69,4.106564364876384,8.81159420289855,218,608,2017-18,0.35855263157894735,2.0266018306636155,2.0263301368536117
201571,74,1.5668271010736763,3.6621621621621623,114,271,2017-18,0.42066420664206644,0.8924902762541138,1.7555676994598004
201572,73,1.8356164383561646,4.410958904109589,112,322,2017-18,0.34782608695652173,1.0005955926146515,1.83452380952381
201573,38,1.4935988620199148,3.8157894736842106,54,145,2017-18,0.3724137931034483,0.8918330308529946,1.6747516747516749
201578,36,1.6444444444444442,5.583333333333333,76,201,2017-18,0.3781094527363184,1.3128800442233277,1.2525473684210524
201583,63,3.0604198668714804,5.333333333333333,130,336,2017-18,0.3869047619047619,1.2651171579743008,2.4190801994748132
201584,76,1.2931578947368423,3.6578947368421053,113,278,2017-18,0.4064748201438849,0.8824782279439606,1.4653708769107001
201586,76,1.4714035087719302,3.9078947368421053,107,297,2017-18,0.3602693602693603,0.9006734006734006,1.633670437776685
201587,64,2.154761904761904,4.28125,92,274,2017-18,0.3357664233576642,0.9548357664233577,2.2566832753168153
201588,66,1.6235431235431237,3.106060606060606,85,205,2017-18,0.4146341463414634,0.753880266075388,2.153582202111614
201596,64,0.6626984126984127,2.96875,52,190,2017-18,0.2736842105263158,0.5901315789473685,1.1229672099237316
201601,58,0.9776164549304293,2.913793103448276,62,169,2017-18,0.3668639053254438,0.6768006529279739,1.4444673637666667
201609,75,1.5772972972972976,4.0,111,300,2017-18,0.37,0.9324,1.6916530430043948
201933,58,1.2380520266182702,5.551724137931035,111,322,2017-18,0.3447204968944099,1.2540693938744911,0.987227686653978
201935,72,3.121870109546167,10.027777777777779,265,722,2017-18,0.3670360110803324,2.329659125884888,1.3400544632727627
201936,52,1.805429864253394,5.5,114,286,2017-18,0.3986013986013986,1.3184507799892415,1.369357045143639
201937,76,1.5766666666666667,3.5657894736842106,95,271,2017-18,0.3505535055350554,0.8118081180811809,1.9421666666666664
201939,50,3.6146938775510207,10.02,212,501,2017-18,0.4231536926147705,2.445828343313373,1.4779017045219867
201942,80,2.177056962025316,3.5875,89,287,2017-18,0.31010452961672474,0.7675087108013937,2.836524108960462
201949,71,1.0547283702213281,2.563380281690141,56,182,2017-18,0.3076923076923077,0.5460455037919827,1.931575963718821
201950,81,1.7027777777777775,4.395061728395062,120,356,2017-18,0.33707865168539325,0.9821057012068248,1.7338029661016945
201952,70,1.1478260869565218,3.257142857142857,84,228,2017-18,0.3684210526315789,0.7578947368421052,1.5144927536231887
201954,69,1.2416879795396423,2.971014492753623,96,205,2017-18,0.4682926829268293,0.7397667020148463,1.6784859012412308
201959,81,0.07993827160493829,0.43209876543209874,7,35,2017-18,0.2,0.0691358024691358,1.1562500000000002
201960,73,1.9859208523592082,5.3561643835616435,145,391,2017-18,0.37084398976982097,1.2496934449777528,1.5891264056318724
201961,73,4.425799086757992,7.8493150684931505,224,573,2017-18,0.39092495636998253,1.868942599631834,2.368076519647975
201967,71,0.6627766599597585,2.3098591549295775,55,164,2017-18,0.3353658536585366,0.5148574373067675,1.2873013225306802
201973,62,1.080909571655209,2.3548387096774195,60,146,2017-18,0.410958904109589,0.5700397702165267,1.8962002795780915
201975,59,1.2443015780245474,3.135593220338983,66,185,2017-18,0.3567567567567568,0.719560238204306,1.7292528296585097
201980,69,2.102728047740835,4.608695652173913,116,318,2017-18,0.36477987421383645,1.0679062984231156,1.9690192396521595
201988,80,1.7973101265822782,5.1125,151,409,2017-18,0.3691931540342298,1.1906479217603911,1.509522751213413
202066,65,1.5802884615384618,3.4923076923076923,89,227,2017-18,0.3920704845814978,0.8323957980345646,1.8984820265429083
202083,63,3.3778801843317976,6.380952380952381,153,402,2017-18,0.3805970149253731,1.504264392324094,2.245536224594774
202322,41,1.95609756097561,4.073170731707317,62,167,2017-18,0.3712574850299401,0.9507813641010661,2.0573579109062985
202323,79,0.5598831548198638,1.6708860759493671,42,132,2017-18,0.3181818181818182,0.3624856156501726,1.5445665445665449
202324,77,0.22966507177033502,0.8181818181818182,14,63,2017-18,0.2222222222222222,0.1414141414141414,1.6240601503759404
202325,62,1.55076679005817,2.725806451612903,57,169,2017-18,0.33727810650887574,0.6092765794999045,2.545259151978306
202326,48,1.8865248226950355,6.125,104,294,2017-18,0.35374149659863946,1.4002267573696145,1.3472995090016366
202329,69,2.0669224211423707,4.913043478260869,125,339,2017-18,0.3687315634218289,1.143602240177846,1.8073787795492036
202331,79,3.33820188250568,7.708860759493671,244,609,2017-18,0.4006568144499179,1.851135914863545,1.8033261932318745
