rep,k,silhouette_null,cohort,stat
0,2,0.2322545315653965,rookie_Forward,PTS
0,4,0.15361167821924812,rookie_Forward,PTS
0,6,0.11301057462989855,rookie_Forward,PTS
0,8,0.1205704566877234,rookie_Forward,PTS
0,10,0.14306829409330318,rookie_Forward,PTS
0,16,0.09724115272832687,rookie_Forward,PTS
0,32,0.014825275103079422,rookie_Forward,PTS
1,2,0.35319355968278243,rookie_Forward,PTS
1,4,0.14665583367414922,rookie_Forward,PTS
1,6,0.07055829768215334,rookie_Forward,PTS
1,8,0.07809586767369997,rookie_Forward,PTS
1,10,0.07402703349743658,rookie_Forward,PTS
1,16,0.09835421362565595,rookie_Forward,PTS
1,32,0.00590064723635205,rookie_Forward,PTS
2,2,0.29222644369142786,rookie_Forward,PTS
2,4,0.2551406625816643,rookie_Forward,PTS
2,6,0.1453325916802287,rookie_Forward,PTS
2,8,0.1330240550558469,rookie_Forward,PTS
2,10,0.04758722078138309,rookie_Forward,PTS
2,16,0.11621663438672558,rookie_Forward,PTS
2,32,0.011742405878665164,rookie_Forward,PTS
3,2,0.21882055542872095,rookie_Forward,PTS
3,4,0.1518225995030475,rookie_Forward,PTS
3,6,0.1656087672539687,rookie_Forward,PTS
3,8,0.1344197409096213,rookie_Forward,PTS
3,10,0.16573501542218316,rookie_Forward,PTS
3,16,0.10957370433024238,rookie_Forward,PTS
3,32,0.00795119093834785,rookie_Forward,PTS
4,2,0.23109974286123627,rookie_Forward,PTS
4,4,0.15361124905162785,rookie_Forward,PTS
4,6,0.10594906573555342,rookie_Forward,PTS
4,8,0.12060486631346758,rookie_Forward,PTS
4,10,0.09780945758705312,rookie_Forward,PTS
4,16,0.08894495776177176,rookie_Forward,PTS
4,32,0.003532459152419548,rookie_Forward,PTS
5,2,0.2498333909074751,rookie_Forward,PTS
5,4,0.12730417242695233,rookie_Forward,PTS
5,6,0.14380801426524892,rookie_Forward,PTS
5,8,0.1307793566443086,rookie_Forward,PTS
5,10,0.12027674175605534,rookie_Forward,PTS
5,16,0.12401201190574265,rookie_Forward,PTS
5,32,0.015371701999172422,rookie_Forward,PTS
6,2,0.3291976676317308,rookie_Forward,PTS
6,4,0.234845283592563,rookie_Forward,PTS
6,6,0.1926597891238012,rookie_Forward,PTS
6,8,0.14166592854772952,rookie_Forward,PTS
6,10,0.11357245368063681,rookie_Forward,PTS
6,16,0.0858910562484335,rookie_Forward,PTS
6,32,0.015181557926935383,rookie_Forward,PTS
7,2,0.26141865486743715,rookie_Forward,PTS
7,4,0.21353440733424636,rookie_Forward,PTS
7,6,0.15900327114314486,rookie_Forward,PTS
7,8,0.15251234806148684,rookie_Forward,PTS
7,10,0.1198106238677214,rookie_Forward,PTS
7,16,0.11330378436640852,rookie_Forward,PTS
7,32,0.015373849546601205,rookie_Forward,PTS
8,2,0.22859599203970812,rookie_Forward,PTS
8,4,0.13584999641722462,rookie_Forward,PTS
8,6,0.09851029976302539,rookie_Forward,PTS
8,8,0.06875260904856889,rookie_Forward,PTS
8,10,0.09866437091417563,rookie_Forward,PTS
8,16,0.09899813252990698,rookie_Forward,PTS
8,32,0.009569814682781622,rookie_Forward,PTS
9,2,0.27565294706076543,rookie_Forward,PTS
9,4,0.21600100283529186,rookie_Forward,PTS
9,6,0.13314527927447864,rookie_Forward,PTS
9,8,0.09856972710308004,rookie_Forward,PTS
9,10,0.06968762208098132,rookie_Forward,PTS
9,16,0.04378794310114574,rookie_Forward,PTS
9,32,0.01673355963152179,rookie_Forward,PTS
10,2,0.297887374239688,rookie_Forward,PTS
10,4,0.10740448676567839,rookie_Forward,PTS
10,6,0.04255344070708049,rookie_Forward,PTS
10,8,0.08530556801443523,rookie_Forward,PTS
10,10,0.09899781550311175,rookie_Forward,PTS
10,16,0.11403379736101231,rookie_Forward,PTS
10,32,0.013855631793212078,rookie_Forward,PTS
11,2,0.3253590946860813,rookie_Forward,PTS
11,4,0.15151699919428152,rookie_Forward,PTS
11,6,0.08734177277859423,rookie_Forward,PTS
11,8,0.011784924706682872,rookie_Forward,PTS
11,10,0.024543774990185924,rookie_Forward,PTS
11,16,0.06517245753642291,rookie_Forward,PTS
11,32,0.003767113160631542,rookie_Forward,PTS
12,2,0.31071229048931337,rookie_Forward,PTS
12,4,0.2296573275339942,rookie_Forward,PTS
12,6,0.17379482604508964,rookie_Forward,PTS
12,8,0.13028224759098275,rookie_Forward,PTS
12,10,0.1297446259239406,rookie_Forward,PTS
12,16,0.08597915868989255,rookie_Forward,PTS
12,32,0.004736644423947295,rookie_Forward,PTS
13,2,0.29203838462008985,rookie_Forward,PTS
13,4,0.1392889556202772,rookie_Forward,PTS
13,6,0.10981247215008996,rookie_Forward,PTS
13,8,0.14329011184440704,rookie_Forward,PTS
13,10,0.12821262564662803,rookie_Forward,PTS
13,16,0.07610322935883121,rookie_Forward,PTS
13,32,0.004668603305830182,rookie_Forward,PTS
14,2,0.29806806080978754,rookie_Forward,PTS
14,4,0.12170309471511156,rookie_Forward,PTS
14,6,0.13469560644107534,rookie_Forward,PTS
14,8,0.10950640232065248,rookie_Forward,PTS
14,10,0.10080531951048105,rookie_Forward,PTS
14,16,0.07255493291084793,rookie_Forward,PTS
14,32,0.009889619550079345,rookie_Forward,PTS
15,2,0.27340782437546346,rookie_Forward,PTS
15,4,0.183631465129566,rookie_Forward,PTS
15,6,0.1658711015627154,rookie_Forward,PTS
15,8,0.14387724239367664,rookie_Forward,PTS
15,10,0.11294216994732334,rookie_Forward,PTS
15,16,0.060672885059143304,rookie_Forward,PTS
15,32,0.005368353416852429,rookie_Forward,PTS
16,2,0.3453673142986207,rookie_Forward,PTS
16,4,0.11661829967470758,rookie_Forward,PTS
16,6,0.0592964171383481,rookie_Forward,PTS
16,8,0.11022188451205676,rookie_Forward,PTS
16,10,0.09117576140021592,rookie_Forward,PTS
16,16,0.09670765115127114,rookie_Forward,PTS
16,32,0.00460748431476076,rookie_Forward,PTS
17,2,0.3465607321565176,rookie_Forward,PTS
17,4,0.14563197463812344,rookie_Forward,PTS
17,6,0.11848677928214545,rookie_Forward,PTS
17,8,0.09525380529060257,rookie_Forward,PTS
17,10,0.10617401876934937,rookie_Forward,PTS
17,16,0.07376261599871808,rookie_Forward,PTS
17,32,0.014909560730002155,rookie_Forward,PTS
18,2,0.243606556299283,rookie_Forward,PTS
18,4,0.2220341641876264,rookie_Forward,PTS
18,6,0.16244958612883034,rookie_Forward,PTS
18,8,0.07599545700385663,rookie_Forward,PTS
18,10,0.0996226526782543,rookie_Forward,PTS
18,16,0.05827927369154902,rookie_Forward,PTS
18,32,0.008518187541819914,rookie_Forward,PTS
19,2,0.43056179736175104,rookie_Forward,PTS
19,4,0.22559971740921733,rookie_Forward,PTS
19,6,0.1213880645332408,rookie_Forward,PTS
19,8,0.11601585624568843,rookie_Forward,PTS
19,10,0.10766512769763723,rookie_Forward,PTS
19,16,0.06732822884184123,rookie_Forward,PTS
19,32,0.0062496955489796694,rookie_Forward,PTS
20,2,0.2818354682537458,rookie_Forward,PTS
20,4,0.2474368692389111,rookie_Forward,PTS
20,6,0.18639069582554355,rookie_Forward,PTS
20,8,0.08719527724454473,rookie_Forward,PTS
20,10,0.10222561242451578,rookie_Forward,PTS
20,16,0.10433212899141622,rookie_Forward,PTS
20,32,0.017232582062413557,rookie_Forward,PTS
21,2,0.30303462070586024,rookie_Forward,PTS
21,4,0.2217630983804022,rookie_Forward,PTS
21,6,0.14787669006663792,rookie_Forward,PTS
21,8,0.12547700290988995,rookie_Forward,PTS
21,10,0.09302076569214197,rookie_Forward,PTS
21,16,0.052884268931404035,rookie_Forward,PTS
21,32,0.0019551383731536503,rookie_Forward,PTS
22,2,0.22543727784252493,rookie_Forward,PTS
22,4,0.13507403981555396,rookie_Forward,PTS
22,6,0.138706903342753,rookie_Forward,PTS
22,8,0.0885837429325101,rookie_Forward,PTS
22,10,0.08722335363611532,rookie_Forward,PTS
22,16,0.06891454977250738,rookie_Forward,PTS
22,32,0.012190554044691984,rookie_Forward,PTS
23,2,0.281201087308224,rookie_Forward,PTS
23,4,0.18634394527790815,rookie_Forward,PTS
23,6,0.11238058040833135,rookie_Forward,PTS
23,8,0.1288758901155028,rookie_Forward,PTS
23,10,0.11963044969715805,rookie_Forward,PTS
23,16,0.08620085360897149,rookie_Forward,PTS
23,32,0.007247274931374924,rookie_Forward,PTS
24,2,0.3323101076317975,rookie_Forward,PTS
24,4,0.1692317148366962,rookie_Forward,PTS
24,6,0.09694535050500253,rookie_Forward,PTS
24,8,0.07975387208912814,rookie_Forward,PTS
24,10,0.068479151228166,rookie_Forward,PTS
24,16,0.08022029413950003,rookie_Forward,PTS
24,32,0.00919170385804583,rookie_Forward,PTS
25,2,0.32521997123935387,rookie_Forward,PTS
25,4,0.19745568443044823,rookie_Forward,PTS
25,6,0.16123464936675225,rookie_Forward,PTS
25,8,0.12518017969265702,rookie_Forward,PTS
25,10,0.07160146149490544,rookie_Forward,PTS
25,16,0.08717305888717229,rookie_Forward,PTS
25,32,0.004287190944723213,rookie_Forward,PTS
26,2,0.22688942236618817,rookie_Forward,PTS
26,4,0.15097996764602858,rookie_Forward,PTS
26,6,0.15444244164541612,rookie_Forward,PTS
26,8,0.1118986800615455,rookie_Forward,PTS
26,10,0.13789835738814496,rookie_Forward,PTS
26,16,0.06240872763645721,rookie_Forward,PTS
26,32,0.01475657732037386,rookie_Forward,PTS
27,2,0.3605508717347585,rookie_Forward,PTS
27,4,0.19344655200560482,rookie_Forward,PTS
27,6,0.10338938611106366,rookie_Forward,PTS
27,8,0.09822187245400119,rookie_Forward,PTS
27,10,0.08266086081834063,rookie_Forward,PTS
27,16,0.0902067656950399,rookie_Forward,PTS
27,32,0.011007509353982755,rookie_Forward,PTS
28,2,0.32189650811027887,rookie_Forward,PTS
28,4,0.22794449595776653,rookie_Forward,PTS
28,6,0.13648530027832204,rookie_Forward,PTS
28,8,0.09905306541259534,rookie_Forward,PTS
28,10,0.07981526228087978,rookie_Forward,PTS
28,16,0.059566941522917784,rookie_Forward,PTS
28,32,0.010786548570949517,rookie_Forward,PTS
29,2,0.19765581366444188,rookie_Forward,PTS
29,4,0.1282469891121315,rookie_Forward,PTS
29,6,0.12143217223891893,rookie_Forward,PTS
29,8,0.11994225759327962,rookie_Forward,PTS
29,10,0.11465693311478631,rookie_Forward,PTS
29,16,0.1346537369616146,rookie_Forward,PTS
29,32,0.02004869522015248,rookie_Forward,PTS
30,2,0.24255294061987057,rookie_Forward,PTS
30,4,0.17454713320352014,rookie_Forward,PTS
30,6,0.10153729996334603,rookie_Forward,PTS
30,8,0.07876596264621916,rookie_Forward,PTS
30,10,0.10596690220048238,rookie_Forward,PTS
30,16,0.09050091643143235,rookie_Forward,PTS
30,32,0.01139271407597298,rookie_Forward,PTS
31,2,0.3323125790687488,rookie_Forward,PTS
31,4,0.1911572444217367,rookie_Forward,PTS
31,6,0.10745049573552312,rookie_Forward,PTS
31,8,0.03377693134298827,rookie_Forward,PTS
31,10,0.04218995662001979,rookie_Forward,PTS
31,16,0.051127239432612534,rookie_Forward,PTS
31,32,0.009440701830670297,rookie_Forward,PTS
32,2,0.35375163547625443,rookie_Forward,PTS
32,4,0.21980112723561349,rookie_Forward,PTS
32,6,0.17785113134414815,rookie_Forward,PTS
32,8,0.12522505825214306,rookie_Forward,PTS
32,10,0.09753840403700753,rookie_Forward,PTS
32,16,0.05063860489659807,rookie_Forward,PTS
32,32,0.011171897787356425,rookie_Forward,PTS
33,2,0.2508179358000534,rookie_Forward,PTS
33,4,0.1450752299658475,rookie_Forward,PTS
33,6,0.09500885330502112,rookie_Forward,PTS
33,8,0.11998488618760816,rookie_Forward,PTS
33,10,0.11088190860720624,rookie_Forward,PTS
33,16,0.09306261664216664,rookie_Forward,PTS
33,32,0.007319421456926134,rookie_Forward,PTS
34,2,0.2828544667236723,rookie_Forward,PTS
34,4,0.16555583206946398,rookie_Forward,PTS
34,6,0.10582756721846612,rookie_Forward,PTS
34,8,0.1117379354568913,rookie_Forward,PTS
34,10,0.07409486512191006,rookie_Forward,PTS
34,16,0.06758823895772798,rookie_Forward,PTS
34,32,0.004984487323122653,rookie_Forward,PTS
35,2,0.3232438563242864,rookie_Forward,PTS
35,4,0.12315561851533867,rookie_Forward,PTS
35,6,0.16384446810492762,rookie_Forward,PTS
35,8,0.13010755892424578,rookie_Forward,PTS
35,10,0.13535431892345384,rookie_Forward,PTS
35,16,0.07425056590940689,rookie_Forward,PTS
35,32,0.011548122670457042,rookie_Forward,PTS
36,2,0.2686051297627348,rookie_Forward,PTS
36,4,0.14771797679187343,rookie_Forward,PTS
36,6,0.08611684189901235,rookie_Forward,PTS
36,8,0.10068636279246188,rookie_Forward,PTS
36,10,0.0890746505219947,rookie_Forward,PTS
36,16,0.10544383324798615,rookie_Forward,PTS
36,32,0.007659523496753609,rookie_Forward,PTS
37,2,0.26122197323742696,rookie_Forward,PTS
37,4,0.1564329833742928,rookie_Forward,PTS
37,6,0.11215230778536876,rookie_Forward,PTS
37,8,0.10392370412010492,rookie_Forward,PTS
37,10,0.09491709292382483,rookie_Forward,PTS
37,16,0.10214990657113585,rookie_Forward,PTS
37,32,0.01966893995747936,rookie_Forward,PTS
38,2,0.2803494707090071,rookie_Forward,PTS
38,4,0.17162715352763194,rookie_Forward,PTS
38,6,0.07896876619753836,rookie_Forward,PTS
38,8,0.10980766938115813,rookie_Forward,PTS
38,10,0.11277172429121417,rookie_Forward,PTS
38,16,0.1005173182681686,rookie_Forward,PTS
38,32,0.007582941284520181,rookie_Forward,PTS
39,2,0.24692325044195837,rookie_Forward,PTS
39,4,0.17502163254846076,rookie_Forward,PTS
39,6,0.13529852178796106,rookie_Forward,PTS
39,8,0.12708991377031978,rookie_Forward,PTS
39,10,0.12503277014513345,rookie_Forward,PTS
39,16,0.0789931244433507,rookie_Forward,PTS
39,32,0.017391704401209518,rookie_Forward,PTS
40,2,0.19839334637021291,rookie_Forward,PTS
40,4,0.10864075747170275,rookie_Forward,PTS
40,6,0.06974871863309388,rookie_Forward,PTS
40,8,0.07450505055128587,rookie_Forward,PTS
40,10,0.06354058832419308,rookie_Forward,PTS
40,16,0.09256158801354879,rookie_Forward,PTS
40,32,0.011391187660925502,rookie_Forward,PTS
41,2,0.2684176517750474,rookie_Forward,PTS
41,4,0.18110390086636755,rookie_Forward,PTS
41,6,0.17472222086124248,rookie_Forward,PTS
41,8,0.15548391077359913,rookie_Forward,PTS
41,10,0.13874311979433515,rookie_Forward,PTS
41,16,0.1039632389226776,rookie_Forward,PTS
41,32,0.01845587349256499,rookie_Forward,PTS
42,2,0.2866456024861668,rookie_Forward,PTS
42,4,0.23678521280593576,rookie_Forward,PTS
42,6,0.1694759691048162,rookie_Forward,PTS
42,8,0.12649947090239896,rookie_Forward,PTS
42,10,0.10023652725612028,rookie_Forward,PTS
42,16,0.036759080406996464,rookie_Forward,PTS
42,32,0.019263864849384516,rookie_Forward,PTS
43,2,0.21474549394725356,rookie_Forward,PTS
43,4,0.1330788541231423,rookie_Forward,PTS
43,6,0.13586153738363588,rookie_Forward,PTS
43,8,0.150954229127046,rookie_Forward,PTS
43,10,0.13913727121922126,rookie_Forward,PTS
43,16,0.07703140873095275,rookie_Forward,PTS
43,32,0.019848836602085498,rookie_Forward,PTS
44,2,0.2115604341831388,rookie_Forward,PTS
44,4,0.17817316395561392,rookie_Forward,PTS
44,6,0.15784395689183273,rookie_Forward,PTS
44,8,0.1490906823033502,rookie_Forward,PTS
44,10,0.13149723217644083,rookie_Forward,PTS
44,16,0.10451980925721299,rookie_Forward,PTS
44,32,0.012372964748780375,rookie_Forward,PTS
45,2,0.3109769158492437,rookie_Forward,PTS
45,4,0.23366524983332296,rookie_Forward,PTS
45,6,0.15772147078896606,rookie_Forward,PTS
45,8,0.14926399683109878,rookie_Forward,PTS
45,10,0.13345578323504864,rookie_Forward,PTS
45,16,0.09830211657707225,rookie_Forward,PTS
45,32,0.01750003395995076,rookie_Forward,PTS
46,2,0.2705920743204768,rookie_Forward,PTS
46,4,0.16155896770433834,rookie_Forward,PTS
46,6,0.15671295073105587,rookie_Forward,PTS
46,8,0.14542934864723955,rookie_Forward,PTS
46,10,0.12533439259658988,rookie_Forward,PTS
46,16,0.08894616179906333,rookie_Forward,PTS
46,32,0.00717158245330022,rookie_Forward,PTS
47,2,0.2538736852550278,rookie_Forward,PTS
47,4,0.21577782510921914,rookie_Forward,PTS
47,6,0.12043977702836693,rookie_Forward,PTS
47,8,0.10304135099337342,rookie_Forward,PTS
47,10,0.10417647018532844,rookie_Forward,PTS
47,16,0.04843015544804748,rookie_Forward,PTS
47,32,0.008751969592806158,rookie_Forward,PTS
48,2,0.3364136525501734,rookie_Forward,PTS
48,4,0.15016865146833436,rookie_Forward,PTS
48,6,0.10191868983427735,rookie_Forward,PTS
48,8,0.07914904062401439,rookie_Forward,PTS
48,10,0.06350412840858817,rookie_Forward,PTS
48,16,0.07960865956129043,rookie_Forward,PTS
48,32,0.010363477289359643,rookie_Forward,PTS
49,2,0.2158601437837988,rookie_Forward,PTS
49,4,0.07429535304905961,rookie_Forward,PTS
49,6,0.15139386822456335,rookie_Forward,PTS
49,8,0.13462896902589677,rookie_Forward,PTS
49,10,0.13712538608433736,rookie_Forward,PTS
49,16,0.08420611595829999,rookie_Forward,PTS
49,32,0.009133648253248512,rookie_Forward,PTS
50,2,0.2996919310348094,rookie_Forward,PTS
50,4,0.17008326583962205,rookie_Forward,PTS
50,6,0.11082747317881171,rookie_Forward,PTS
50,8,0.08801214711043896,rookie_Forward,PTS
50,10,0.08050171880846448,rookie_Forward,PTS
50,16,0.05846383280943234,rookie_Forward,PTS
50,32,0.015319964048293019,rookie_Forward,PTS
51,2,0.2233090430179053,rookie_Forward,PTS
51,4,0.11174593160798914,rookie_Forward,PTS
51,6,0.0858182726894214,rookie_Forward,PTS
51,8,0.0634662684776211,rookie_Forward,PTS
51,10,0.082195779604072,rookie_Forward,PTS
51,16,0.061998199249894935,rookie_Forward,PTS
51,32,0.009401457994918021,rookie_Forward,PTS
52,2,0.1380510422935506,rookie_Forward,PTS
52,4,0.1299521753915695,rookie_Forward,PTS
52,6,0.12291637664422783,rookie_Forward,PTS
52,8,0.09214190813677706,rookie_Forward,PTS
52,10,0.09529388878044023,rookie_Forward,PTS
52,16,0.10948143962224118,rookie_Forward,PTS
52,32,0.021757756229312596,rookie_Forward,PTS
53,2,0.18628132635345984,rookie_Forward,PTS
53,4,0.1561199248179165,rookie_Forward,PTS
53,6,0.15696964645617237,rookie_Forward,PTS
