nba_api_id,name,PTS_proj,PTS_sd,PTS_actual,REB_proj,REB_sd,REB_actual,AST_proj,AST_sd,AST_actual,STL_proj,STL_sd,STL_actual,BLK_proj,BLK_sd,BLK_actual,TOV_proj,TOV_sd,TOV_actual,FGA_proj,FGA_sd,FGM_proj,FGM_sd,FG3A_proj,FG3A_sd,FG3M_proj,FG3M_sd,FTA_proj,FTA_sd,FTA_actual,FTM_proj,FTM_sd,FTM_actual,PTS_per_game,PTS_per_game_sd,REB_per_game,REB_per_game_sd,AST_per_game,AST_per_game_sd,STL_per_game,STL_per_game_sd,BLK_per_game,BLK_per_game_sd,TOV_per_game,TOV_per_game_sd,FGM_per_game,FGM_per_game_sd,FGA_per_game,FGA_per_game_sd,FG3M_per_game,FG3M_per_game_sd,FG3A_per_game,FG3A_per_game_sd,FTA_per_game,FTA_per_game_sd,FTM_per_game,FTM_per_game_sd,mpg
2544,LeBron James,27.635257032576703,2.697053751109242,26.15311004784689,8.024621353244282,0.8468002009616205,7.435406698564594,6.341247014786202,0.7921716557089069,8.454545454545455,0.9379835777476506,0.215330716705479,1.2775119617224882,0.6613043291937828,0.2019772771448786,0.5454545454545454,2.715444493177084,0.4035172979576422,3.5167464114832536,23.531049753125,2.808709956273729,11.87342862453873,1.397141748463435,7.790750453124999,1.9789636626649327,2.6335286480845808,0.6716911563781395,5.727117599597024,2.787930978923011,5.7990430622009566,4.207791740806748,2.0386350656850105,4.349282296650718,24.100999021505743,2.364068318090889,6.995724525998921,0.7382256026439193,5.537336321323985,0.6906013924761033,0.8178685052012559,0.1877215521762186,0.5797140362336487,0.1760802571507818,2.3133634538329173,0.3517793218798816,9.360862517025907,1.101223951613473,18.586792330943076,2.3834102418644743,1.9986866066940472,0.5097723615287997,5.939534403906503,1.6314055823574865,4.891188026557776,2.430469459865388,3.756832832338885,1.8240656041176484,31.384170274170263
101108,Chris Paul,12.649951528130197,2.1995122891428025,12.516634050880626,4.720443973010693,0.7673423365821977,5.283757338551859,9.994445756693123,0.9807049268299282,9.228962818003913,1.7630674618102182,0.2562185766266408,1.643835616438356,0.422557114965895,0.1941059573655165,0.1409001956947162,1.886303286234292,0.3750098482124769,1.7847358121330723,14.150562558562502,1.9455395835455649,6.368061976626701,0.8809808038441104,4.5509570923125,1.0387062962917395,1.6316740074039586,0.3731758883340617,2.3228366979642465,1.8127769778448384,1.2211350293542074,2.06952744431057,1.586170524353531,1.009784735812133,9.458341650504318,1.7093776948693775,3.654586704933085,0.594079522485466,7.6335792760708205,0.7592656977917934,1.3961265617228646,0.1983654522859177,0.34196373235613675,0.1502776126974948,1.3767655188289596,0.2903341324104702,4.096725125112131,0.5639878643839659,8.937441053393638,1.5297829329689767,1.1675246941272053,0.2670215146566393,3.185052045065796,0.8474393555084814,1.6935362542311658,1.4034592254709335,1.4148705131338086,1.1680019404441917,27.87134475693798
200768,Kyle Lowry,11.263028758190185,2.145234874314505,10.367829686575991,4.634487709598333,0.7659894162448669,4.1301005322294495,6.795508355754356,0.8231414334544987,5.386162034299231,1.0717198033059303,0.2212397597316118,1.2560615020697812,0.4096668114487243,0.1899469107031728,0.4470727380248374,2.093991887833606,0.3809143123754057,1.8095801301005323,12.73823855875,1.5949691066874334,5.44659436130438,0.634983750357135,6.764702911874999,1.4113637214184565,2.402621447223888,0.4995462046973895,2.656088372097565,1.7934449861996815,1.596688350088705,2.3105435958905747,1.5334103537873531,1.341218214074512,8.847946069583458,1.7001545490944752,3.647604096599635,0.6028770185019856,5.367929207359344,0.6478588903216119,0.8439434665247415,0.1741282110332077,0.33571251400195623,0.1494989679619598,1.5713947663666255,0.2998011200669216,2.9942229201249537,0.3501042068945171,7.126074627264564,1.2575597307148312,1.6025758328315802,0.3332030003959977,4.478912287889745,1.1133412280680317,1.9170017266870458,1.4115426965400246,1.6428713557996952,1.1034141259720625,28.334037267080745
200782,P.J. Tucker,4.968257053531265,2.072744803220047,3.8439425051334704,5.799607954893104,0.7986763956287334,6.283367556468173,1.5557063508640985,0.6570999901476219,1.1827515400410678,0.8415442358598756,0.2145937457494238,1.1827515400410678,0.3285917008539514,0.1941064650233256,0.5174537987679672,0.5664763455641645,0.3411185707293837,0.5913757700205339,6.507163914375,0.6741738780399531,2.925807472620944,0.3154611414074261,3.086869391875,0.4883382469903375,1.1518619892891968,0.1858622379331621,0.7176066613722936,0.9435608679865816,0.2217659137577002,0.5853367360276542,0.7320827611246109,0.2217659137577002,2.7733398567653977,1.2428321344058986,3.4806766536151166,0.4793314144127594,0.9678771404499781,0.3943633108627437,0.5055253809926522,0.128789988332169,0.20554088228022924,0.116494398651969,0.1890935224184862,0.2047247769998975,1.1809128952257346,0.1275375074124348,2.680874080517686,0.4003691891179797,0.6114742547844004,0.0986663111462453,1.5999541974717195,0.2871962713410825,0.19384522528434217,0.5662848782209181,0.1812160849053686,0.2833100156197735,21.60566033164801
201143,Al Horford,10.67063615445446,2.111762883894858,11.614236509758898,7.650736499188822,0.823564500595337,8.535017221584386,3.6863946313531026,0.7110402404259782,3.47187141216992,0.6215935831462122,0.2108155839497001,0.7853042479908151,1.258443269122797,0.2288570624774805,1.2812858783008036,0.4593206037063863,0.331096576159122,0.991963260619977,9.804069745,1.2110993295815042,4.755929112564877,0.5897958806881985,3.708610716875,0.8763206460651948,1.2954078908731383,0.3091798915068038,0.8556207635896027,1.021795803957133,0.6199770378874856,0.7109804064446651,0.8118647096808718,0.5373134328358209,7.728441767670236,1.5457479002352768,5.562437729003347,0.5987693146751311,2.7032842286530974,0.5169589961181408,0.45252247850015065,0.1532726369739717,0.9461990511268441,0.1663896226211143,0.22324811467335615,0.2407224568989664,3.070696429481681,0.3952996839376058,6.521317973873718,1.2287642427221883,1.673875835678614,0.3995102646180011,4.063514296375321,1.067926110453021,0.3524073391645725,0.742892600192293,0.30508083814719267,0.39259265108949,26.17365769496205
201144,Mike Conley,13.560043801717734,2.19838350695207,14.284931506849317,3.359054472490785,0.7354056220992617,3.5835616438356164,8.256941203915185,0.8717362444500687,7.380821917808219,1.3509408105572394,0.2395319981103678,1.4465753424657537,0.3268310445746202,0.1908464773459665,0.2794520547945205,1.5688255279886698,0.3628925885039845,1.6767123287671235,14.183682870625,1.7365679038536397,5.967590315205388,0.688290183024268,6.909531798125,1.4678384067442198,2.5484563853770346,0.5362741630241101,2.4083095196421698,1.7026442933494057,1.841095890410959,2.0168117264956584,1.4018241404195588,1.6767123287671235,10.294927928283256,1.6863904954644937,2.552119842138032,0.558741543356897,6.29464672915102,0.6623219077844272,1.027026125511922,0.1819900124308318,0.2635085727107532,0.1450000545170151,1.1001942143025405,0.2757160931061356,3.565811816896633,0.409643593762098,8.258332278669856,1.282493607186733,1.8224365253259016,0.3834970956896025,4.712636208479885,1.0713097196740693,2.06918122609294,1.293623643423075,1.7324767901341456,1.2111899965713728,27.351838164399155
201145,Jeff Green,13.780675601194293,2.27817388581349,14.03062787136294,4.39174510517814,0.7892139329726121,4.906584992343031,2.0767499531635285,0.6704303644743514,1.9295558958652368,0.6759734520135353,0.2146843849204979,0.44104134762634,0.4725313415868838,0.1989034834200612,0.8545176110260337,1.0137473455045747,0.3655095921437408,1.2679938744257275,12.3766822,1.262261988146215,6.255012784262065,0.6849491128719529,4.24867215625,0.7650804369081825,1.498568267337537,0.2652868495041466,3.4909582462410222,2.088505106652751,4.107197549770291,2.7966782844004805,1.6557603470919302,3.362940275650842,6.591702039521104,1.1340692607313838,2.193029639159057,0.3940960837197821,1.079217868510306,0.3347811917752052,0.33978152852178334,0.1072032205694657,0.24508853948693646,0.0993229852884375,0.3109183146691008,0.1825181903255398,2.552501717954737,0.2843937809378004,5.17848865588344,0.5983838511686159,0.5472402042286181,0.0968762203671542,1.6599680522209397,0.3266894246133993,1.672819200588867,1.0429005989041225,1.3231742956448307,0.8074094741888096,17.976696078431374
201566,Russell Westbrook,16.576897814813986,2.221574991281818,17.787680209698557,7.635984218091671,0.8554124012113542,8.091743119266056,9.123018143054257,0.8839023117620832,7.218872870249017,1.190442074053402,0.2155714935330994,1.745740498034076,0.4643971397217455,0.1876267647715178,0.5425950196592398,3.547446087990922,0.41753582375618,3.3971166448230665,19.090979185,1.9905229433909912,8.682997946780462,0.9374642897033212,4.45080219125,0.8901590953717268,1.5217406325409382,0.2987757268997372,5.192909103307958,2.6253855938489914,3.774574049803408,3.594508807288536,1.8095600886877097,2.5950196592398425,12.500477832168459,1.6999704703966407,5.891942220672629,0.660038090550651,7.060879945750692,0.6820209682050233,0.9185347927249947,0.1663354386343332,0.3724802452675064,0.1447732244477834,2.653254342893285,0.3221715601249856,4.852106632364122,0.5239363041340119,11.070166150014634,1.5524541355020751,0.93695914008924,0.1839608157719243,2.9640954846547367,0.7231259424877945,3.3416506655691034,2.0257532996591703,2.2574589308357367,1.149364375863117,27.77767919447372
201567,Kevin Love,14.965683353595393,2.291833375646928,18.855291576673867,11.36925030706515,1.0331852416937355,13.140388768898488,3.2876531349261473,0.7146317448077788,4.47084233261339,0.6470426032906696,0.2116692477374638,0.6997840172786177,0.34142232017802715,0.1923623676782915,0.3887688984881209,1.5989103289497582,0.3766916095423342,1.8660907127429804,15.194605686250002,2.090857974025715,6.288821548145543,0.7991608438677826,9.36784887,1.9327062115842968,3.309782924485538,0.6894239035596945,2.6203658935756384,1.7858969834636031,4.198704103671706,2.2507589198471716,1.507394616582023,3.304535637149028,7.400391315887126,1.173639257640385,5.726957436315467,0.5204395842470236,1.6941139662566225,0.3599767332601268,0.3273275895056803,0.1066227534471699,0.18327571108212576,0.0968974261528789,0.6114578164523081,0.1897483788465377,2.5603005212854173,0.3243319266676016,6.34776710841948,1.0226309121909467,1.5161461759745336,0.3158114712824977,4.354289603729833,0.9403788559664534,1.3361223958300565,0.8995981031031085,1.1653722291856237,0.8060349154543632,18.134042451263223
201569,Eric Gordon,13.675917851025595,2.1638634892459345,14.251585623678649,2.3379335753209576,0.7089964266094667,2.321353065539112,3.2532704476288212,0.6904737334864689,2.6448202959830867,0.8041866635573832,0.2104301706875408,1.255813953488372,0.4832895117595377,0.1962818119083118,0.5708245243128964,1.6151421793521052,0.3586674734067988,1.3890063424947146,14.647517081249998,1.917384565229688,6.540000753660125,0.798524992614547,7.5288680675,1.694782696332082,2.7040152315221646,0.6117476791614106,2.9593849131595173,1.9009165873326253,1.2177589852008457,2.3927608200548365,1.517149508696392,0.970401691331924,9.808200716262153,1.5756280447720332,1.68324525583863,0.5104571336390902,2.3665964074248373,0.4971213247633566,0.5791414169864356,0.1515036997774796,0.3652771144764309,0.141317286423212,1.0610922513081673,0.2582303147568001,3.50155501742379,0.4229492010389312,7.792725250502038,1.297459443300271,1.5897484822694563,0.3596595659452899,4.269051417431043,1.1254339487090448,1.9509167715026865,1.368605533171889,1.6122828761066939,1.0359277820639297,25.918969576315604
