nba_api_id,name,proj_mean,proj_sd,proj_q05,proj_q25,proj_q75,proj_q95,actual,actual_minutes,actual_games,error,abs_error,z_error,stat,test_season,proj_mean_meta,proj_sd_meta,meta_eligible,meta_alpha_applied,meta_role_baseline
2544,LeBron James,31.777929490568745,2.735591875008937,27.401158537577864,29.92494475207269,33.518393527593155,36.468550624477686,26.15311004784689,2508.0,71,-5.624819442721854,5.624819442721854,-2.056161774023209,PTS,2023-24,31.777929490568745,2.735591875008937,False,0.0,
101108,Chris Paul,16.461186077205756,2.236105286885325,12.794847192381926,14.940966371352747,17.922888906170108,20.22122274342,12.516634050880626,1533.0,58,-3.9445520263251295,3.9445520263251295,-1.764027861058145,PTS,2023-24,16.461186077205756,2.236105286885325,False,0.0,
200768,Kyle Lowry,12.92977595903485,2.160012523930997,9.492616997844376,11.446258015049375,14.41609558742412,16.421637648331544,10.367829686575991,1691.0,60,-2.56194627245886,2.56194627245886,-1.1860793602235165,PTS,2023-24,12.92977595903485,2.160012523930997,False,0.0,
200782,P.J. Tucker,5.982546296490689,2.080003248761798,2.57428743558588,4.553348947841385,7.350148624180688,9.397080286149048,3.8439425051334704,487.0,31,-2.1386037913572187,2.1386037913572187,-1.0281732937822596,PTS,2023-24,5.982546296490689,2.080003248761798,False,0.0,
201143,Al Horford,11.78057050109125,2.160576713993005,8.224790745210429,10.367112457347169,13.275167359976914,15.350733769219383,11.614236509758898,1742.0,65,-0.1663339913323511,0.1663339913323511,-0.0769859224414883,PTS,2023-24,11.78057050109125,2.160576713993005,False,0.0,
201144,Mike Conley,15.251680004098809,2.254132090304908,11.445241362810954,13.76942910289142,16.77174124537937,19.120838861723225,14.284931506849317,2190.0,76,-0.966748497249494,0.966748497249494,-0.4288783702638853,PTS,2023-24,15.251680004098809,2.254132090304908,False,0.0,
201145,Jeff Green,15.377799054207872,2.305129377181264,11.61678022136847,13.752079345955911,16.953182667584645,19.2758867853722,14.03062787136294,1306.0,78,-1.3471711828449315,1.3471711828449315,-0.5844232415675802,PTS,2023-24,15.377799054207872,2.305129377181264,False,0.0,
201566,Russell Westbrook,18.486714548997007,2.3385315118909693,14.671150618454812,16.919640793118493,20.09310740725446,22.479924597397343,17.787680209698557,1526.0,68,-0.6990343392984499,0.6990343392984499,-0.2989202137084742,PTS,2023-24,18.486714548997007,2.3385315118909693,False,0.0,
201567,Kevin Love,16.502225966921937,2.3331782801875214,12.74795925946087,14.88641814783047,18.18968612551793,20.279904520619823,18.855291576673867,926.0,55,2.35306560975193,2.35306560975193,1.0085237076537543,PTS,2023-24,16.502225966921937,2.3331782801875214,False,0.0,
201569,Eric Gordon,15.703172422740495,2.2747807824961144,12.159802104506529,14.09866535737927,17.22472762451047,19.484838664071862,14.251585623678649,1892.0,68,-1.4515867990618485,1.4515867990618485,-0.6381216204354531,PTS,2023-24,15.703172422740495,2.2747807824961144,False,0.0,
201572,Brook Lopez,19.671597874402934,2.422790296618236,15.648835464923248,17.9965777984488,21.317747306496084,23.66303742173195,14.776119402985076,2412.0,79,-4.895478471417862,4.895478471417862,-2.020595211335888,PTS,2023-24,19.671597874402934,2.422790296618236,False,0.0,
201587,Nicolas Batum,10.2146087591329,2.1131730272065994,6.766910818495112,8.778782690080206,11.603471376396651,13.741533715560031,7.539267015706806,1528.0,60,-2.6753417434260944,2.6753417434260944,-1.2660306131971717,PTS,2023-24,10.2146087591329,2.1131730272065994,False,0.0,
201935,James Harden,21.46723098334555,2.472205089909026,17.408787265745495,19.817693352617127,23.131652540110625,25.596814305493076,17.380315917375455,2469.0,72,-4.086915065970096,4.086915065970096,-1.6531456401622768,PTS,2023-24,18.34796526745753,1.556907555785447,True,0.5,15.228699551569507
201939,Stephen Curry,31.78070233858655,2.904390563771263,27.07322787200113,29.800737860353745,33.77609509335838,36.6486402803184,29.097520661157027,2420.0,74,-2.6831816774295234,2.6831816774295234,-0.9238363844377367,PTS,2023-24,31.78070233858655,2.904390563771263,False,0.0,
