team_abbr,game_date,truly_fresh_out_pts_loss,truly_fresh_count
ATL,2018-10-17,0.0,0
ATL,2018-10-19,0.0,0
ATL,2018-10-21,0.0,0
ATL,2018-10-24,0.0,1
ATL,2018-10-27,0.0,0
ATL,2018-10-29,0.0,0
ATL,2018-10-30,0.0,0
ATL,2018-11-01,0.6666666666666666,1
ATL,2018-11-03,0.0,0
ATL,2018-11-06,11.6571963533424,1
ATL,2018-11-07,0.0,0
ATL,2018-11-09,0.0,0
ATL,2018-11-11,0.0,0
ATL,2018-11-13,0.0,0
ATL,2018-11-15,0.0,0
ATL,2018-11-17,0.0,0
ATL,2018-11-19,4.359331269349845,1
ATL,2018-11-21,4.868571428571429,1
ATL,2018-11-23,2.535628482972136,1
ATL,2018-11-25,0.0,0
ATL,2018-11-27,0.0,0
ATL,2018-11-28,0.0,0
ATL,2018-11-30,0.0,0
ATL,2018-12-03,2.8244210526315787,1
ATL,2018-12-05,11.984276801629743,1
ATL,2018-12-08,0.0,0
ATL,2018-12-12,0.0,0
ATL,2018-12-14,0.0,0
ATL,2018-12-16,0.0,0
ATL,2018-12-18,0.0,0
ATL,2018-12-21,0.0,0
ATL,2018-12-23,0.0,0
ATL,2018-12-26,0.0,0
ATL,2018-12-28,0.0,0
ATL,2018-12-29,14.86659516659517,1
ATL,2018-12-31,20.821404831727413,1
ATL,2019-01-02,0.0,0
ATL,2019-01-04,0.0,0
ATL,2019-01-06,0.0,0
ATL,2019-01-08,0.0,0
ATL,2019-01-09,0.0,0
ATL,2019-01-11,0.0,0
ATL,2019-01-13,0.0,0
ATL,2019-01-15,1.8375000000000001,1
ATL,2019-01-19,0.7200000000000001,1
ATL,2019-01-21,0.0,0
ATL,2019-01-23,0.0,0
ATL,2019-01-26,0.0,0
ATL,2019-01-28,0.0,0
ATL,2019-01-30,0.0,0
ATL,2019-02-01,0.0,0
ATL,2019-02-02,0.0,0
ATL,2019-02-04,0.0,0
ATL,2019-02-07,0.0,0
ATL,2019-02-09,1.3599999999999999,1
ATL,2019-02-10,0.0,0
ATL,2019-02-12,0.0,0
ATL,2019-02-14,0.0,0
ATL,2019-02-22,11.807250000000002,1
ATL,2019-02-23,0.0,0
ATL,2019-02-25,0.0,0
ATL,2019-02-27,0.0,0
ATL,2019-03-01,0.0,0
ATL,2019-03-03,5.570579228820715,1
ATL,2019-03-04,0.0,0
ATL,2019-03-06,12.169399484374019,1
ATL,2019-03-09,0.0,0
ATL,2019-03-10,0.0,0
ATL,2019-03-13,0.0,0
ATL,2019-03-16,0.0,0
ATL,2019-03-17,0.0,0
ATL,2019-03-19,0.0,0
ATL,2019-03-21,0.0,0
ATL,2019-03-23,0.0,0
ATL,2019-03-26,0.0,0
ATL,2019-03-29,15.5591387182113,1
ATL,2019-03-31,14.165218311479183,1
ATL,2019-04-02,0.0,0
ATL,2019-04-03,0.0,0
ATL,2019-04-05,7.086753246753246,1
ATL,2019-04-07,0.0,0
ATL,2019-04-10,0.0,0
ATL,2019-10-24,0.0,0
ATL,2019-10-26,0.0,0
ATL,2019-10-28,0.0,0
ATL,2019-10-29,7.191522790934555,1
ATL,2019-10-31,29.14423600070659,1
ATL,2019-11-05,0.0,0
ATL,2019-11-06,0.0,0
ATL,2019-11-08,0.0,0
ATL,2019-11-10,0.0,0
ATL,2019-11-12,0.0,0
ATL,2019-11-14,11.42274011579818,1
ATL,2019-11-16,0.0,0
ATL,2019-11-17,0.0,0
ATL,2019-11-20,0.0,0
ATL,2019-11-22,7.1226455026455024,1
ATL,2019-11-23,0.0,0
ATL,2019-11-25,0.0,0
ATL,2019-11-27,0.0,0
ATL,2019-11-29,0.0,0
ATL,2019-11-30,10.917074687764343,1
ATL,2019-12-02,3.2318840579710146,1
ATL,2019-12-04,13.24845669603281,1
ATL,2019-12-08,0.0,0
ATL,2019-12-10,0.0,0
ATL,2019-12-11,0.0,0
ATL,2019-12-13,0.0,0
ATL,2019-12-15,0.0,0
ATL,2019-12-17,0.0,0
ATL,2019-12-19,0.0,0
ATL,2019-12-21,1.6441904761904764,1
ATL,2019-12-23,0.0,0
ATL,2019-12-27,24.17207763553856,2
ATL,2019-12-28,35.67865040650406,1
ATL,2019-12-30,0.0,0
ATL,2020-01-03,0.0,0
ATL,2020-01-04,16.10225085940418,2
ATL,2020-01-06,0.0,0
ATL,2020-01-08,3.4809523809523806,1
ATL,2020-01-10,0.0,0
ATL,2020-01-12,0.0,0
ATL,2020-01-14,10.878426835644229,1
ATL,2020-01-17,0.0,0
ATL,2020-01-18,0.0,0
ATL,2020-01-20,0.0,0
ATL,2020-01-22,27.98541089420546,1
ATL,2020-01-24,0.0,0
ATL,2020-01-26,10.331521739130435,1
ATL,2020-01-28,4.989035087719299,1
ATL,2020-01-30,0.0,0
ATL,2020-02-01,0.0,0
ATL,2020-02-03,14.627301587301588,1
ATL,2020-02-05,0.7733333333333333,1
ATL,2020-02-07,0.0,0
ATL,2020-02-09,0.0,0
ATL,2020-02-10,0.0,0
ATL,2020-02-12,0.0,0
ATL,2020-02-20,0.0,0
ATL,2020-02-22,11.258393939393939,1
ATL,2020-02-24,0.0,0
ATL,2020-02-26,7.499119191919192,1
ATL,2020-02-28,0.0,0
ATL,2020-02-29,0.0,0
ATL,2020-03-02,0.0,0
ATL,2020-03-06,27.36288569068705,1
ATL,2020-03-07,0.0,0
ATL,2020-03-09,0.0,0
ATL,2020-03-11,0.0,0
ATL,2020-12-23,0.0,0
ATL,2020-12-26,0.0,0
ATL,2020-12-28,0.0,0
ATL,2020-12-30,0.0,0
ATL,2021-01-01,18.465227272727272,2
ATL,2021-01-02,0.0,0
ATL,2021-01-04,0.0,0
ATL,2021-01-06,0.0,0
ATL,2021-01-09,0.0,0
ATL,2021-01-11,8.165543611460127,1
ATL,2021-01-15,0.0,0
ATL,2021-01-16,0.0,0
ATL,2021-01-18,0.0,0
ATL,2021-01-20,0.0,0
ATL,2021-01-22,0.0,0
ATL,2021-01-24,0.0,0
ATL,2021-01-26,0.0,0
ATL,2021-01-27,2.725894736842105,1
ATL,2021-01-29,0.0,0
ATL,2021-02-01,25.57609638209638,2
ATL,2021-02-03,0.0,0
ATL,2021-02-04,36.25480034618554,1
ATL,2021-02-06,0.0,0
ATL,2021-02-10,3.599999999999999,1
ATL,2021-02-12,0.0,0
ATL,2021-02-13,5.754666666666667,1
ATL,2021-02-15,0.0,0
ATL,2021-02-17,0.0,0
ATL,2021-02-19,0.0,0
ATL,2021-02-21,0.0,0
ATL,2021-02-23,12.27414836902503,1
ATL,2021-02-24,0.0,0
ATL,2021-02-26,0.0,0
ATL,2021-02-28,0.0,0
ATL,2021-03-02,0.0,0
ATL,2021-03-03,15.97844518481615,1
ATL,2021-03-11,0.0,0
ATL,2021-03-13,0.0,0
ATL,2021-03-14,15.695873574454218,2
ATL,2021-03-16,0.0,0
ATL,2021-03-18,0.0,0
ATL,2021-03-20,2.723529411764706,1
ATL,2021-03-22,0.0,0
ATL,2021-03-24,0.0,0
ATL,2021-03-26,17.133650793650794,1
ATL,2021-03-28,0.0,0
ATL,2021-03-30,0.0,0
ATL,2021-04-01,0.0,0
ATL,2021-04-02,23.46144385026738,1
ATL,2021-04-04,0.0,0
ATL,2021-04-06,0.0,0
ATL,2021-04-07,18.03250156739812,1
ATL,2021-04-09,0.0,0
ATL,2021-04-11,8.033895396799208,1
ATL,2021-04-13,0.0,0
ATL,2021-04-15,0.0,0
ATL,2021-04-18,0.0,0
ATL,2021-04-20,0.0,0
ATL,2021-04-21,0.0,0
ATL,2021-04-23,25.872787357901906,1
ATL,2021-04-25,0.0,0
ATL,2021-04-26,0.0,0
ATL,2021-04-28,17.57120639093943,1
ATL,2021-04-30,0.0,0
ATL,2021-05-01,0.0,0
ATL,2021-05-03,0.0,0
ATL,2021-05-05,0.0,0
ATL,2021-05-06,0.0,0
ATL,2021-05-10,3.0651492063492074,1
ATL,2021-05-12,11.424136752136754,1
ATL,2021-05-13,3.1246666666666676,1
ATL,2021-05-16,55.907834069701536,4
ATL,2021-10-21,6.323769841269842,1
ATL,2021-10-23,0.0,0
ATL,2021-10-25,7.494356953391438,1
ATL,2021-10-27,0.0,0
ATL,2021-10-28,0.0,0
ATL,2021-10-30,0.0,0
ATL,2021-11-01,0.0,0
ATL,2021-11-03,0.0,0
ATL,2021-11-04,0.0,0
ATL,2021-11-06,0.0,0
ATL,2021-11-08,0.0,0
ATL,2021-11-09,0.0,0
ATL,2021-11-12,0.0,0
ATL,2021-11-14,12.550397776022383,1
ATL,2021-11-15,0.0,0
ATL,2021-11-17,0.0,0
ATL,2021-11-20,0.0,0
ATL,2021-11-22,0.0,0
ATL,2021-11-24,0.0,0
ATL,2021-11-26,0.0,0
ATL,2021-11-27,0.0,0
ATL,2021-12-01,25.50254144567188,2
ATL,2021-12-03,0.0,0
ATL,2021-12-05,0.0,0
ATL,2021-12-06,0.2953846153846152,1
ATL,2021-12-10,0.0,0
ATL,2021-12-13,0.0,0
ATL,2021-12-15,0.0,0
ATL,2021-12-17,0.0,0
ATL,2021-12-22,78.64438054468954,5
ATL,2021-12-23,0.7333333333333334,1
ATL,2021-12-25,12.292706898364791,2
ATL,2021-12-27,5.01516248457425,2
ATL,2021-12-29,12.880494481364046,2
ATL,2021-12-31,1.1333333333333333,1
ATL,2022-01-03,21.161780518659075,1
ATL,2022-01-05,30.64154545454545,1
ATL,2022-01-07,0.0,0
ATL,2022-01-09,15.20453846153846,1
ATL,2022-01-12,11.118640802092415,2
ATL,2022-01-14,0.0,0
ATL,2022-01-15,15.679535689308503,1
ATL,2022-01-17,0.0,0
ATL,2022-01-19,0.0,0
ATL,2022-01-21,12.992669683257919,1
