team_abbr,game_date,fresh_out_pts_loss,fresh_out_count
ATL,2018-10-17,0.0,0
ATL,2018-10-19,0.0,0
ATL,2018-10-21,0.0,0
ATL,2018-10-24,0.0,0
ATL,2018-10-27,0.0,0
ATL,2018-10-29,0.0,0
ATL,2018-10-30,0.0,0
ATL,2018-11-01,0.6666666666666666,1
ATL,2018-11-03,0.6666666666666666,1
ATL,2018-11-06,12.323863020009066,2
ATL,2018-11-07,0.6666666666666666,1
ATL,2018-11-09,0.6666666666666666,1
ATL,2018-11-11,0.6666666666666666,1
ATL,2018-11-13,0.6666666666666666,1
ATL,2018-11-15,0.6666666666666666,1
ATL,2018-11-17,13.172733397859094,1
ATL,2018-11-19,4.359331269349845,1
ATL,2018-11-21,4.868571428571429,1
ATL,2018-11-23,2.535628482972136,1
ATL,2018-11-25,2.535628482972136,1
ATL,2018-11-27,2.535628482972136,1
ATL,2018-11-28,2.535628482972136,1
ATL,2018-11-30,0.0,0
ATL,2018-12-03,2.8244210526315787,1
ATL,2018-12-05,11.984276801629743,1
ATL,2018-12-08,17.39154952890247,2
ATL,2018-12-12,17.39154952890247,2
ATL,2018-12-14,17.39154952890247,2
ATL,2018-12-16,17.39154952890247,2
ATL,2018-12-18,17.39154952890247,2
ATL,2018-12-21,5.407272727272726,1
ATL,2018-12-23,0.0,0
ATL,2018-12-26,0.48,1
ATL,2018-12-28,0.48,1
ATL,2018-12-29,20.7538678938679,3
ATL,2018-12-31,41.57527272559531,4
ATL,2019-01-02,26.70867755900014,3
ATL,2019-01-04,26.70867755900014,3
ATL,2019-01-06,21.301404831727414,2
ATL,2019-01-08,21.301404831727414,2
ATL,2019-01-09,21.301404831727414,2
ATL,2019-01-11,20.821404831727413,1
ATL,2019-01-13,20.821404831727413,1
ATL,2019-01-15,11.975391737891737,2
ATL,2019-01-19,0.7200000000000001,1
ATL,2019-01-21,0.7200000000000001,1
ATL,2019-01-23,16.792119244750822,2
ATL,2019-01-26,0.7200000000000001,1
ATL,2019-01-28,0.7200000000000001,1
ATL,2019-01-30,2.12,2
ATL,2019-02-01,0.7200000000000001,1
ATL,2019-02-02,0.7200000000000001,1
ATL,2019-02-04,0.0,0
ATL,2019-02-07,0.0,0
ATL,2019-02-09,1.3599999999999999,1
ATL,2019-02-10,1.3599999999999999,1
ATL,2019-02-12,1.3599999999999999,1
ATL,2019-02-14,1.3599999999999999,1
ATL,2019-02-22,11.807250000000002,1
ATL,2019-02-23,11.807250000000002,1
ATL,2019-02-25,0.0,0
ATL,2019-02-27,0.0,0
ATL,2019-03-01,0.0,0
ATL,2019-03-03,5.570579228820715,1
ATL,2019-03-04,5.570579228820715,1
ATL,2019-03-06,17.739978713194734,2
ATL,2019-03-09,17.739978713194734,2
ATL,2019-03-10,5.570579228820715,1
ATL,2019-03-13,5.570579228820715,1
ATL,2019-03-16,5.570579228820715,1
ATL,2019-03-17,5.570579228820715,1
ATL,2019-03-19,0.0,0
ATL,2019-03-21,0.0,0
ATL,2019-03-23,0.0,0
ATL,2019-03-26,0.0,0
ATL,2019-03-29,15.5591387182113,1
ATL,2019-03-31,29.72435702969048,2
ATL,2019-04-02,29.72435702969048,2
ATL,2019-04-03,14.165218311479183,1
ATL,2019-04-05,21.25197155823243,2
ATL,2019-04-07,14.165218311479183,1
ATL,2019-04-10,14.165218311479183,1
ATL,2019-10-24,0.0,0
ATL,2019-10-26,0.0,0
ATL,2019-10-28,0.0,0
ATL,2019-10-29,7.191522790934555,1
ATL,2019-10-31,36.33575879164115,2
ATL,2019-11-05,7.191522790934555,1
ATL,2019-11-06,7.191522790934555,1
ATL,2019-11-08,7.191522790934555,1
ATL,2019-11-10,7.191522790934555,1
ATL,2019-11-12,7.191522790934555,1
ATL,2019-11-14,11.42274011579818,1
ATL,2019-11-16,11.42274011579818,1
ATL,2019-11-17,11.42274011579818,1
ATL,2019-11-20,11.42274011579818,1
ATL,2019-11-22,18.54538561844368,2
ATL,2019-11-23,18.54538561844368,2
ATL,2019-11-25,11.42274011579818,1
ATL,2019-11-27,11.42274011579818,1
ATL,2019-11-29,0.0,0
ATL,2019-11-30,10.917074687764343,1
ATL,2019-12-02,3.2318840579710146,1
ATL,2019-12-04,23.051812018371642,3
ATL,2019-12-08,0.0,0
ATL,2019-12-10,0.0,0
ATL,2019-12-11,0.0,0
ATL,2019-12-13,0.0,0
ATL,2019-12-15,0.0,0
ATL,2019-12-17,4.95198275862069,1
ATL,2019-12-19,0.0,0
ATL,2019-12-21,1.6441904761904764,1
ATL,2019-12-23,1.6441904761904764,1
ATL,2019-12-27,24.17207763553856,2
ATL,2019-12-28,49.13284143964246,2
ATL,2019-12-30,53.03172074998729,3
ATL,2020-01-03,6.045165024630543,2
ATL,2020-01-04,16.10225085940418,2
ATL,2020-01-06,16.961539293636392,3
ATL,2020-01-08,20.442491674588773,4
ATL,2020-01-10,20.442491674588773,4
ATL,2020-01-12,20.442491674588773,4
ATL,2020-01-14,31.320918510233,5
ATL,2020-01-17,34.096162954677446,6
ATL,2020-01-18,33.355020097534585,6
ATL,2020-01-20,30.514632795947286,5
ATL,2020-01-22,31.041601370395938,2
ATL,2020-01-24,5.2779059949338585,1
ATL,2020-01-26,15.609427734064294,2
ATL,2020-01-28,23.373707266228035,4
ATL,2020-01-30,23.373707266228035,4
ATL,2020-02-01,23.373707266228035,4
ATL,2020-02-03,52.68915700167777,6
ATL,2020-02-05,31.010062654699215,4
ATL,2020-02-07,31.010062654699215,4
ATL,2020-02-09,25.73215665976536,3
ATL,2020-02-10,0.7733333333333333,1
ATL,2020-02-12,0.7733333333333333,1
ATL,2020-02-20,0.0,0
ATL,2020-02-22,11.258393939393939,1
ATL,2020-02-24,11.258393939393939,1
ATL,2020-02-26,19.970846464646463,2
ATL,2020-02-28,23.591587723387725,2
ATL,2020-02-29,20.123107203907203,2
ATL,2020-03-02,21.83528769008769,2
ATL,2020-03-06,43.57522750676571,2
ATL,2020-03-07,13.660341816078658,1
ATL,2020-03-09,0.0,0
ATL,2020-03-11,0.0,0
ATL,2020-12-23,0.0,0
ATL,2020-12-26,0.0,0
ATL,2020-12-28,0.0,0
ATL,2020-12-30,0.0,0
ATL,2021-01-01,18.465227272727272,2
ATL,2021-01-02,18.465227272727272,2
ATL,2021-01-04,11.712878787878786,1
ATL,2021-01-06,18.465227272727272,2
ATL,2021-01-09,18.465227272727272,2
ATL,2021-01-11,26.6307708841874,3
ATL,2021-01-15,19.878422399338913,2
ATL,2021-01-16,19.878422399338913,2
ATL,2021-01-18,8.165543611460127,1
ATL,2021-01-20,8.165543611460127,1
ATL,2021-01-22,8.165543611460127,1
ATL,2021-01-24,8.165543611460127,1
ATL,2021-01-26,0.0,0
ATL,2021-01-27,2.725894736842105,1
ATL,2021-01-29,0.0,0
ATL,2021-02-01,25.57609638209638,2
ATL,2021-02-03,25.57609638209638,2
ATL,2021-02-04,61.83089672828192,3
ATL,2021-02-06,22.040382096382096,1
ATL,2021-02-10,25.640382096382094,2
ATL,2021-02-12,25.640382096382094,2
ATL,2021-02-13,31.395048763048763,3
ATL,2021-02-15,31.395048763048763,3
ATL,2021-02-17,25.640382096382094,2
ATL,2021-02-19,25.640382096382094,2
ATL,2021-02-21,25.640382096382094,2
ATL,2021-02-23,12.27414836902503,1
ATL,2021-02-24,12.27414836902503,1
ATL,2021-02-26,12.27414836902503,1
ATL,2021-02-28,12.27414836902503,1
ATL,2021-03-02,12.27414836902503,1
ATL,2021-03-03,28.25259355384118,2
ATL,2021-03-11,0.0,0
ATL,2021-03-13,0.0,0
ATL,2021-03-14,15.695873574454218,2
ATL,2021-03-16,15.695873574454218,2
ATL,2021-03-18,0.0,0
ATL,2021-03-20,2.723529411764706,1
ATL,2021-03-22,0.0,0
ATL,2021-03-24,0.0,0
ATL,2021-03-26,17.133650793650794,1
ATL,2021-03-28,22.311894933411963,2
ATL,2021-03-30,22.311894933411963,2
ATL,2021-04-01,22.311894933411963,2
ATL,2021-04-02,45.77333878367934,3
ATL,2021-04-04,17.133650793650794,1
ATL,2021-04-06,17.133650793650794,1
ATL,2021-04-07,35.166152361048916,2
ATL,2021-04-09,22.311894933411963,2
ATL,2021-04-11,8.033895396799208,1
ATL,2021-04-13,8.033895396799208,1
ATL,2021-04-15,8.033895396799208,1
ATL,2021-04-18,24.650547070962126,2
ATL,2021-04-20,24.650547070962126,2
ATL,2021-04-21,24.650547070962126,2
ATL,2021-04-23,33.906682754701116,2
ATL,2021-04-25,33.906682754701116,2
ATL,2021-04-26,25.872787357901906,1
ATL,2021-04-28,43.443993748841336,2
ATL,2021-04-30,17.57120639093943,1
ATL,2021-05-01,0.0,0
ATL,2021-05-03,0.0,0
ATL,2021-05-05,0.0,0
ATL,2021-05-06,0.0,0
ATL,2021-05-10,3.0651492063492074,1
ATL,2021-05-12,11.424136752136754,1
ATL,2021-05-13,3.1246666666666676,1
ATL,2021-05-16,55.907834069701536,4
ATL,2021-10-21,0.0,0
ATL,2021-10-23,0.0,0
ATL,2021-10-25,7.494356953391438,1
ATL,2021-10-27,0.0,0
ATL,2021-10-28,0.0,0
ATL,2021-10-30,0.0,0
ATL,2021-11-01,0.0,0
ATL,2021-11-03,0.0,0
ATL,2021-11-04,0.0,0
ATL,2021-11-06,0.0,0
ATL,2021-11-08,0.0,0
ATL,2021-11-09,0.0,0
ATL,2021-11-12,0.0,0
ATL,2021-11-14,12.550397776022383,1
ATL,2021-11-15,12.550397776022383,1
ATL,2021-11-17,12.550397776022383,1
ATL,2021-11-20,12.550397776022383,1
ATL,2021-11-22,12.550397776022383,1
ATL,2021-11-24,12.550397776022383,1
ATL,2021-11-26,12.550397776022383,1
ATL,2021-11-27,12.550397776022383,1
