nba_api_id,name,proj_mean,proj_sd,proj_q05,proj_q25,proj_q75,proj_q95,actual,actual_minutes,actual_games,error,abs_error,z_error,stat,test_season,proj_mean_meta,proj_sd_meta,meta_eligible,meta_alpha_applied,meta_role_baseline
2544,LeBron James,29.549349757318325,2.5849235357149056,25.361960297734036,27.85553983012198,31.26488240284929,33.773790786992045,29.29375639713409,1954.0,55,-0.255593360184239,0.255593360184239,-0.0988784993647985,PTS,2022-23,29.549349757318325,2.5849235357149056,False,0.0,
101108,Chris Paul,17.482993896865523,2.105073074499852,13.898568423806363,16.013946044073478,18.86798342617913,20.95123582963005,15.6,1890.0,59,-1.882993896865521,1.882993896865521,-0.8945028653282762,PTS,2022-23,17.482993896865523,2.105073074499852,False,0.0,
200768,Kyle Lowry,15.208487533114004,2.027725623582626,11.917172197692665,13.808616610345572,16.52789354602461,18.61575168020608,12.89458357600466,1717.0,55,-2.3139039571093445,2.3139039571093445,-1.1411326711062084,PTS,2022-23,15.208487533114004,2.027725623582626,False,0.0,
200782,P.J. Tucker,7.891922613827756,1.895748057578285,4.791715740275683,6.643756707687413,9.17888371356852,11.01980028818013,4.995305164319249,1917.0,75,-2.896617449508507,2.896617449508507,-1.5279548555670304,PTS,2022-23,7.891922613827756,1.895748057578285,False,0.0,
201143,Al Horford,12.935937037346388,1.990809790214576,9.663135899976597,11.645639333457222,14.248868762839235,16.295256455954952,11.537981269510926,1922.0,63,-1.3979557678354624,1.3979557678354624,-0.7022045876541457,PTS,2022-23,12.935937037346388,1.990809790214576,False,0.0,
201144,Mike Conley,19.12052363949743,2.190716760356086,15.601952837486976,17.623955892829155,20.598421577349477,22.799008373659618,14.179664363277393,2026.0,67,-4.940859276220039,4.940859276220039,-2.255361973593033,PTS,2022-23,19.12052363949743,2.190716760356086,False,0.0,
201145,Jeff Green,15.185175689520948,2.037252805305154,11.81907829292492,13.834282814932251,16.55441195618613,18.51685435922113,14.419798350137487,1091.0,56,-0.7653773393834609,0.7653773393834609,-0.375690899720625,PTS,2022-23,15.185175689520948,2.037252805305154,False,0.0,
201566,Russell Westbrook,20.729066672453826,2.1850951821338107,17.297512913126237,19.24430187176202,22.151694413110285,24.533549771173806,19.59793330201973,2129.0,73,-1.131133370434096,1.131133370434096,-0.5176586263530683,PTS,2022-23,20.729066672453826,2.1850951821338107,False,0.0,
201567,Kevin Love,20.75348431931094,2.267713670904768,17.11503830837249,19.287524126711222,22.2502194839228,24.4822452132598,14.80129240710824,1238.0,62,-5.9521919122027,5.9521919122027,-2.624754610147897,PTS,2022-23,20.75348431931094,2.267713670904768,False,0.0,
201569,Eric Gordon,18.120507008330648,2.218455604811502,14.466051225398491,16.585443538399442,19.64062328322517,21.668059265612,15.690427698574338,1964.0,69,-2.4300793097563105,2.4300793097563105,-1.0953923551527596,PTS,2022-23,18.120507008330648,2.218455604811502,False,0.0,
201572,Brook Lopez,17.304664444941157,2.299246255383105,13.648024277938816,15.719883222845604,18.785964328212945,21.165380120553884,18.820253164556963,2370.0,78,1.5155887196158062,1.5155887196158062,0.6591676363797211,PTS,2022-23,17.304664444941157,2.299246255383105,False,0.0,
201587,Nicolas Batum,10.6377891354759,1.9241054966772349,7.516502956688423,9.28720287450991,11.952216150613491,13.757757349947738,10.069046225863078,1709.0,78,-0.5687429096128227,0.5687429096128227,-0.2955882151966162,PTS,2022-23,10.6377891354759,1.9241054966772349,False,0.0,
201599,DeAndre Jordan,11.779388468420432,2.1398007105426786,8.322717223461725,10.250893541396486,13.235467107419598,15.43271830502462,12.183673469387754,588.0,39,0.404285000967322,0.404285000967322,0.1889358195720902,PTS,2022-23,11.779388468420432,2.1398007105426786,False,0.0,
201935,James Harden,22.683495857680672,2.301906496390697,18.71878198761178,21.265619606785044,24.160637277170856,26.48982114846129,20.513589503280222,2134.0,58,-2.169906354400446,2.169906354400446,-0.942656166878532,PTS,2022-23,20.239937974089205,1.4552266438458246,True,0.5,17.79638009049774
201939,Stephen Curry,30.536241058501645,2.598898933550447,26.33919712305505,28.794451571771727,32.32022258528322,34.84962049199452,30.56568778979907,1941.0,56,0.0294467312974262,0.0294467312974262,0.011330464189001,PTS,2022-23,30.536241058501645,2.598898933550447,False,0.0,
201942,DeMar DeRozan,27.94176317136432,2.4557937198680206,23.860312447965207,26.317434606131457,29.630075253015196,31.93758844203912,24.330480089318943,2687.0,74,-3.611283082045375,3.611283082045375,-1.4705156434065043,PTS,2022-23,27.94176317136432,2.4557937198680206,False,0.0,
201950,Jrue Holiday,20.630052888286663,2.2631346328183337,16.968731344981947,19.14988506424947,22.15534661257284,24.2666210039858,21.30275229357798,2180.0,67,0.6726994052913184,0.6726994052913184,0.2972423273173061,PTS,2022-23,20.630052888286663,2.2631346328183337,False,0.0,
201988,Patty Mills,14.495812152912768,2.036403707442852,11.22156296252118,13.104053774486108,15.80948380817754,17.932177604113942,15.591549295774648,568.0,40,1.0957371428618805,1.0957371428618805,0.538074615979666,PTS,2022-23,14.495812152912768,2.036403707442852,False,0.0,
202331,Paul George,27.76933221030871,2.814697805202688,23.52022813103577,25.72722753505908,29.692614272798416,32.546388139667826,24.692070030895984,1942.0,56,-3.0772621794127275,3.0772621794127275,-1.0932833264461697,PTS,2022-23,27.76933221030871,2.814697805202688,False,0.0,
202685,Jonas Valančiūnas,20.607224115443355,2.3105327060843384,16.89074529257225,19.03064655369785,22.190452073476983,24.38338161964157,20.406710726995424,1967.0,79,-0.2005133884479306,0.2005133884479306,-0.0867823199039414,PTS,2022-23,20.607224115443355,2.3105327060843384,False,0.0,
202692,Alec Burks,14.88574957193572,2.1189374125998666,11.376952561763154,13.497380329893891,16.257441699526755,18.433448818735023,20.864,1125.0,51,5.97825042806428,5.97825042806428,2.821343562351454,PTS,2022-23,14.88574957193572,2.1189374125998666,False,0.0,
202696,Nikola Vučević,19.915649118695868,2.1850699040819785,16.253231855422893,18.440356485884674,21.37953413607981,23.45452900793852,18.98396501457726,2744.0,82,-0.931684104118606,0.931684104118606,-0.4263864063928141,PTS,2022-23,19.915649118695868,2.1850699040819785,False,0.0,
202699,Tobias Harris,18.845099518231308,2.171825134639756,15.292243725876505,17.373679857498715,20.34404745296128,22.316580687123317,16.027903159622486,2437.0,74,-2.817196358608822,2.817196358608822,-1.2971561631162882,PTS,2022-23,18.845099518231308,2.171825134639756,False,0.0,
202704,Reggie Jackson,18.89817612406669,2.1728869490222262,15.191609046407535,17.46312174848073,20.31449010198942,22.499979156441363,15.06521739130435,1656.0,68,-3.832958732762341,3.832958732762341,-1.7639936281485458,PTS,2022-23,18.89817612406669,2.1728869490222262,False,0.0,
202709,Cory Joseph,12.206348814673838,2.014190863423897,8.909448151886208,10.853506775903382,13.55762375345504,15.45300733275965,12.50772986167616,1229.0,62,0.3013810470023212,0.3013810470023212,0.1496288422687051,PTS,2022-23,12.206348814673838,2.014190863423897,False,0.0,
202710,Jimmy Butler III,23.25918681392172,2.391887217067211,19.262712642570477,21.63316811808093,24.94067295300072,27.008812203975094,24.696303228825457,2137.0,64,1.4371164149037376,1.4371164149037376,0.600829505943781,PTS,2022-23,23.25918681392172,2.391887217067211,False,0.0,
202711,Bojan Bogdanović,21.63201329948215,2.245553373799092,17.899637038635017,20.061621521912077,23.164732791781027,25.290882636561022,24.247619047619047,1890.0,59,2.615605748136897,2.615605748136897,1.1647933995493234,PTS,2022-23,18.24504581848995,1.4330452519276842,True,0.5,14.858078337497744
203076,Anthony Davis,23.85912151309786,2.585197679997657,19.45928330716624,22.133362468021208,25.528911442877146,28.204928669880147,27.406086044071355,1906.0,56,3.5469645309734936,3.5469645309734936,1.3720283591530642,PTS,2022-23,23.85912151309786,2.585197679997657,False,0.0,
203078,Bradley Beal,24.880257194415925,2.571444167478304,20.727092602860463,23.161408335293324,26.613062857250547,29.171902448989997,24.901610017889087,1677.0,50,0.0213528234731619,0.0213528234731619,0.008303825431334,PTS,2022-23,24.880257194415925,2.571444167478304,False,0.0,
203081,Damian Lillard,27.49047610617729,2.845845031704445,23.09533609398507,25.49097834873151,29.397013892533884,32.165814624641264,31.791765262659723,2113.0,58,4.301289156482433,4.301289156482433,1.511427751182322,PTS,2022-23,27.49047610617729,2.845845031704445,False,0.0,
203083,Andre Drummond,16.302074209288172,2.1428571631543267,12.78644076485101,14.899091551471985,17.699327312815075,19.75637888372735,16.898823529411764,850.0,67,0.5967493201235925,0.5967493201235925,0.2784830134198801,PTS,2022-23,16.302074209288172,2.1428571631543267,False,0.0,
203084,Harrison Barnes,17.91659607668043,2.153266940943636,14.40784614851003,16.46721136404396,19.395007769329705,21.476040908711155,16.646616541353385,2660.0,82,-1.269979535327046,1.269979535327046,-0.5897919627050502,PTS,2022-23,17.91659607668043,2.153266940943636,False,0.0,
203110,Draymond Green,8.946167597389582,1.949906948691364,5.721443005491233,7.644591458700129,10.27397747649248,12.129844880183873,9.661591996520226,2299.0,73,0.7154243991306437,0.7154243991306437,0.3669018152947169,PTS,2022-23,8.946167597389582,1.949906948691364,False,0.0,
203114,Khris Middleton,22.284532922566463,2.324502993867472,18.53370292868477,20.67524079253565,23.77707283451256,26.197606423099888,22.337078651685392,801.0,33,0.052545729118929,0.052545729118929,0.0226051458129138,PTS,2022-23,22.284532922566463,2.324502993867472,False,0.0,
