,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-3544.66,1.88554,27.8516,28.6661,-3589.86,-3544.86,-3498.69,222.976,566.433,1.0023
mu_league,-2.90502,0.00758325,0.174614,0.134227,-3.1834,-2.91033,-2.59928,548.611,529.535,1.00615
z_position[1],-0.626222,0.0241471,0.622363,0.63684,-1.65183,-0.619043,0.386618,659.314,760.511,1.00006
z_position[2],-0.354929,0.022812,0.583019,0.585342,-1.31839,-0.357872,0.607143,660.663,1081.53,1.00185
z_position[3],0.91197,0.0277644,0.726935,0.707333,-0.289036,0.900362,2.1154,676.591,550.981,1.00192
sigma_position,0.282556,0.00617697,0.163096,0.114208,0.118997,0.228776,0.608711,744.91,703.02,1.00288
z_player[1],0.0265886,0.016279,0.933127,0.917368,-1.52139,0.02254,1.54928,3305.81,1074.08,1.01017
z_player[2],1.24049,0.0102131,0.537291,0.53403,0.326455,1.24371,2.11593,2793.67,1236.21,1.00138
z_player[3],-0.306286,0.0121555,0.707532,0.641971,-1.45701,-0.324234,0.87644,3555.96,1096.99,1.0034
z_player[4],0.383254,0.0156696,0.930982,0.954407,-1.12647,0.375962,1.95911,3631.65,1029.58,1.00343
z_player[5],0.876383,0.0163979,0.766068,0.763366,-0.393411,0.872595,2.17683,2322.12,886.435,1.0044
z_player[6],0.915728,0.0145159,0.753713,0.733947,-0.274079,0.898842,2.14917,2792.98,1302.08,1.00272
z_player[7],-0.548407,0.0147351,0.865113,0.830483,-1.96526,-0.545891,0.870233,3418.4,1107.12,1.00157
z_player[8],-0.22749,0.0170628,0.955035,0.975317,-1.8264,-0.198621,1.34751,3313.62,1128.91,0.999638
z_player[9],0.710372,0.0107534,0.549624,0.504292,-0.215243,0.714265,1.61195,2670.56,1370.34,1.00996
z_player[10],0.109519,0.0188218,0.953069,0.998816,-1.41084,0.098166,1.64382,2639.16,1178.8,1.00251
z_player[11],-0.0268163,0.0185219,1.00802,1.00534,-1.63828,-0.0294854,1.64121,3111.1,991.081,1.00661
z_player[12],0.0810027,0.0115158,0.664012,0.670818,-1.02283,0.0800842,1.14883,3531.46,1294.87,1.00187
z_player[13],-0.652657,0.0149283,0.789442,0.773051,-1.89524,-0.683652,0.6322,3013.95,1150.44,1.00094
z_player[14],0.437964,0.0109833,0.632496,0.631361,-0.567725,0.448222,1.47075,3438.68,1120.65,1.00093
z_player[15],0.587912,0.0140359,0.864179,0.877614,-0.847405,0.606756,1.97062,4011.62,866.63,1.00454
z_player[16],0.991535,0.012438,0.673048,0.681724,-0.0932924,0.999908,2.08482,3041.92,1235.02,1.00492
z_player[17],1.66882,0.0107693,0.54898,0.515344,0.72366,1.6619,2.58777,2853.9,1027.48,1.00293
z_player[18],-0.74886,0.012562,0.616761,0.605727,-1.74557,-0.756001,0.28394,2452.29,1144.92,0.999317
z_player[19],0.107588,0.0155642,0.805784,0.83118,-1.17483,0.101313,1.42708,2764.65,1303.74,0.999378
z_player[20],1.39078,0.0115773,0.612563,0.577806,0.35345,1.40226,2.4024,2905.41,966.075,1.00667
z_player[21],-2.05089,0.0165308,0.698948,0.695792,-3.17932,-2.06494,-0.873186,1819.62,1152.44,1.00114
z_player[22],-0.530213,0.00997342,0.559422,0.54692,-1.43012,-0.53516,0.395444,3198.11,1326.64,1.00135
z_player[23],-0.218837,0.012754,0.645801,0.640391,-1.27929,-0.223069,0.876709,2639.77,927.8,1.00275
z_player[24],1.05329,0.0111159,0.593145,0.560319,0.0956674,1.05838,2.0453,3093.5,1280.71,1.00752
z_player[25],-0.343705,0.0173896,0.946897,0.915601,-1.84965,-0.371843,1.25792,3121.4,793.351,1.00515
z_player[26],0.0126972,0.0169468,0.942867,0.938126,-1.52334,-0.000732144,1.58645,3255.28,891.615,1.00314
z_player[27],-0.00246495,0.0152264,0.830984,0.79488,-1.36441,-0.00947535,1.36422,3123.12,1076.36,1.00582
z_player[28],0.0679725,0.0155568,0.944156,0.936394,-1.5019,0.0603341,1.62154,4124.26,856.044,1.00169
z_player[29],-0.43358,0.0126012,0.692546,0.725012,-1.57514,-0.420959,0.658419,3157.95,1124.93,1.00041
z_player[30],0.624307,0.0109453,0.504635,0.519668,-0.243033,0.626556,1.4257,2155.16,1230.06,1.00565
z_player[31],1.07862,0.0110532,0.591448,0.582773,0.0859787,1.08011,2.0692,2895.96,866.95,1.00478
z_player[32],-1.29672,0.0138672,0.73224,0.741115,-2.50653,-1.28073,-0.0933587,2916.92,1126.9,1.00169
z_player[33],0.000557066,0.0102586,0.550621,0.526693,-0.927806,-0.00344882,0.862135,2903.24,1037.51,1.0017
z_player[34],-0.0790406,0.0143106,0.717016,0.694414,-1.25748,-0.102554,1.12955,2618.74,1062.9,1.00758
z_player[35],-0.837267,0.0154721,0.703335,0.691906,-2.01209,-0.828269,0.312584,2169.86,758.609,1.00694
z_player[36],-0.135728,0.0151059,0.78725,0.765798,-1.46066,-0.139458,1.1474,2713.1,1045.8,1.00882
z_player[37],0.460523,0.0152941,0.764688,0.767615,-0.815154,0.463601,1.78063,2626.71,1204.36,1.00895
z_player[38],0.769608,0.0133095,0.741481,0.767066,-0.427711,0.768919,1.97838,3263.31,1186.93,0.998986
z_player[39],-0.265645,0.0113077,0.613643,0.60375,-1.25893,-0.260707,0.715422,3086.03,1008.42,1.00786
z_player[40],-0.772534,0.0115984,0.6246,0.623863,-1.76832,-0.76415,0.236172,2869.17,1167.65,1.00419
z_player[41],1.72072,0.015943,0.718108,0.700729,0.514499,1.71459,2.92334,2112.69,1126.01,1.00441
z_player[42],0.438428,0.0122542,0.633538,0.594607,-0.606826,0.428397,1.52382,2728.1,998.68,1.00773
z_player[43],0.0218735,0.0123742,0.654759,0.634038,-1.07145,0.0265381,1.08835,2990.84,1073.63,1.00147
z_player[44],1.43221,0.0101077,0.482467,0.473209,0.630599,1.42807,2.24093,2339.49,1295.28,1.00309
z_player[45],0.0748124,0.0117098,0.582199,0.563003,-0.876548,0.0694719,1.05399,2551.89,1094.75,1.00561
z_player[46],2.47861,0.0116372,0.5349,0.522639,1.64742,2.45816,3.39275,2320.89,903.39,1.00094
z_player[47],-0.630582,0.0101114,0.541635,0.554564,-1.49755,-0.63786,0.255428,3131.11,809.138,1.00171
z_player[48],-0.0258715,0.0124068,0.73553,0.691445,-1.21483,-0.0323642,1.20234,3548.29,886.262,1.00241
z_player[49],0.612049,0.00981799,0.507642,0.493079,-0.223755,0.598296,1.44149,2724.8,1087.29,1.0062
z_player[50],-0.298522,0.0142576,0.733921,0.718123,-1.50032,-0.309588,0.929165,2807.19,1187.52,1.00154
